scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase280_variant_id,target_family_id,target_family,target_rule,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_offline_label,uses_net_edge_as_live_mask,selected_event_rows,offline_positive_label_rows,offline_positive_label_fraction,cost200_above12_diagnostic
P271_P280_TIME_TO_EXIT_SHORT_HQ50_CAP100000_NOT100000_CONC1_COST200,P280_TIME_TO_EXIT_SHORT_HQ50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,640,2,638,17,621,0,2,2,7,1,8,80.66729653097737,0.08066729653097737,2.541019840725787,1,0,200000.0,2.0,0.996875,-9.363603510182639,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ50,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 5.126904,1,1,0,0,0,640,308,0.48125,0
P271_P280_TIME_TO_EXIT_SHORT_HQ50_CAP100000_NOT100000_CONC2_COST200,P280_TIME_TO_EXIT_SHORT_HQ50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,640,4,636,32,604,0,2,2,7,3,8,88.92297661803613,0.08892297661803612,2.8010737634681377,1,0,200000.0,2.0,0.99375,-4.681801755091319,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ50,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 5.126904,1,1,0,0,0,640,308,0.48125,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50_CAP100000_NOT50000_CONC1_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,61,2,59,1,58,0,2,1,2,2,8,64.38105019967921,0.06438105019967921,2.0280030812898953,1,0,100000.0,1.0,0.48360655737704916,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.575120 and event_sparsity_pressure <= 2187162.832698,1,1,0,1,0,61,61,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50_CAP100000_NOT50000_CONC2_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,61,3,58,6,52,0,2,1,2,2,8,134.47803634265458,0.1344780363426546,4.23605814479362,1,0,150000.0,1.5,0.9508196721311475,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.575120 and event_sparsity_pressure <= 2187162.832698,1,1,0,1,0,61,61,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50_CAP100000_NOT75000_CONC1_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,61,2,59,1,58,0,2,1,2,2,8,96.57157529951881,0.09657157529951882,3.0420046219348427,1,0,150000.0,1.5,0.7254098360655737,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.575120 and event_sparsity_pressure <= 2187162.832698,1,1,0,1,0,61,61,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50_CAP100000_NOT75000_CONC2_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,61,3,58,6,52,0,2,1,2,2,8,134.47803634265458,0.1344780363426546,4.23605814479362,1,0,150000.0,1.5,0.9508196721311475,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.575120 and event_sparsity_pressure <= 2187162.832698,1,1,0,1,0,61,61,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50_CAP100000_NOT100000_CONC1_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,61,2,59,1,58,0,2,1,2,2,8,128.76210039935842,0.12876210039935843,4.0560061625797905,1,0,200000.0,2.0,0.9672131147540983,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.575120 and event_sparsity_pressure <= 2187162.832698,1,1,0,1,0,61,61,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50_CAP100000_NOT100000_CONC2_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,61,3,58,6,52,0,2,1,2,2,8,134.47803634265458,0.1344780363426546,4.23605814479362,1,0,150000.0,1.5,0.9508196721311475,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q50,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.575120 and event_sparsity_pressure <= 2187162.832698,1,1,0,1,0,61,61,1.0,0
P271_P280_SPREAD_COST_MARGIN_Q60_CAP100000_NOT50000_CONC1_COST200,P280_SPREAD_COST_MARGIN_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,73,1,72,0,72,0,2,1,2,1,8,-109.27526821541379,-0.10927526821541379,-3.4421709487855345,1,0,50000.0,0.5,0.4931506849315068,-109.27526821541379,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q60,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 4.195193 and depth_consensus_imbalance >= 0.590831,1,1,0,0,0,73,47,0.6438356164383562,0
P271_P280_SPREAD_COST_MARGIN_Q60_CAP100000_NOT50000_CONC2_COST200,P280_SPREAD_COST_MARGIN_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,73,2,71,3,68,0,2,2,2,2,8,-41.42884968642521,-0.04142884968642521,-1.3050087651223943,1,0,100000.0,1.0,0.9794520547945206,-109.27526821541379,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q60,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 4.195193 and depth_consensus_imbalance >= 0.590831,1,1,0,0,0,73,47,0.6438356164383562,0
P271_P280_SPREAD_COST_MARGIN_Q60_CAP100000_NOT75000_CONC1_COST200,P280_SPREAD_COST_MARGIN_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,73,1,72,0,72,0,2,1,2,1,8,-163.91290232312068,-0.16391290232312067,-5.163256423178301,1,0,75000.0,0.75,0.7397260273972602,-163.91290232312068,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q60,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 4.195193 and depth_consensus_imbalance >= 0.590831,1,1,0,0,0,73,47,0.6438356164383562,0
P271_P280_SPREAD_COST_MARGIN_Q60_CAP100000_NOT75000_CONC2_COST200,P280_SPREAD_COST_MARGIN_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,73,2,71,3,68,0,2,2,2,2,8,-41.42884968642521,-0.04142884968642521,-1.3050087651223943,1,0,100000.0,1.0,0.9794520547945206,-109.27526821541379,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q60,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 4.195193 and depth_consensus_imbalance >= 0.590831,1,1,0,0,0,73,47,0.6438356164383562,0
P271_P280_SPREAD_COST_MARGIN_Q60_CAP100000_NOT100000_CONC1_COST200,P280_SPREAD_COST_MARGIN_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,73,1,72,0,72,0,2,1,2,1,8,-218.55053643082758,-0.21855053643082759,-6.884341897571069,1,0,100000.0,1.0,0.9863013698630136,-218.55053643082758,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q60,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 4.195193 and depth_consensus_imbalance >= 0.590831,1,1,0,0,0,73,47,0.6438356164383562,0
P271_P280_SPREAD_COST_MARGIN_Q60_CAP100000_NOT100000_CONC2_COST200,P280_SPREAD_COST_MARGIN_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,73,2,71,3,68,0,2,2,2,2,8,-41.42884968642521,-0.04142884968642521,-1.3050087651223943,1,0,100000.0,1.0,0.9794520547945206,-109.27526821541379,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q60,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 4.195193 and depth_consensus_imbalance >= 0.590831,1,1,0,0,0,73,47,0.6438356164383562,0
P271_P280_ADVERSE_SELECTION_AVOID_Q60_CAP100000_NOT50000_CONC1_COST200,P280_ADVERSE_SELECTION_AVOID_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,430,2,428,18,410,0,2,1,4,2,8,67.28202950021034,0.06728202950021034,2.1193839292566254,1,0,100000.0,1.0,0.49767441860465117,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q60,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 445889.435425 and depth_withdrawal_pressure <= 10300.394075,1,1,0,0,0,430,271,0.6302325581395349,0
P271_P280_ADVERSE_SELECTION_AVOID_Q60_CAP100000_NOT50000_CONC2_COST200,P280_ADVERSE_SELECTION_AVOID_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,430,4,426,41,385,0,2,2,4,4,8,240.12290064576206,0.24012290064576203,7.563871370341504,1,0,200000.0,2.0,0.9837209302325581,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q60,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 445889.435425 and depth_withdrawal_pressure <= 10300.394075,1,1,0,0,0,430,271,0.6302325581395349,0
P271_P280_ADVERSE_SELECTION_AVOID_Q60_CAP100000_NOT75000_CONC1_COST200,P280_ADVERSE_SELECTION_AVOID_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,430,2,428,18,410,0,2,1,4,2,8,100.92304425031551,0.10092304425031551,3.1790758938849386,1,0,150000.0,1.5,0.7465116279069768,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q60,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 445889.435425 and depth_withdrawal_pressure <= 10300.394075,1,1,0,0,0,430,271,0.6302325581395349,0
P271_P280_ADVERSE_SELECTION_AVOID_Q60_CAP100000_NOT75000_CONC2_COST200,P280_ADVERSE_SELECTION_AVOID_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,430,4,426,41,385,0,2,2,4,4,8,240.12290064576206,0.24012290064576203,7.563871370341504,1,0,200000.0,2.0,0.9837209302325581,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q60,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 445889.435425 and depth_withdrawal_pressure <= 10300.394075,1,1,0,0,0,430,271,0.6302325581395349,0
P271_P280_ADVERSE_SELECTION_AVOID_Q60_CAP100000_NOT100000_CONC1_COST200,P280_ADVERSE_SELECTION_AVOID_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,430,2,428,18,410,0,2,1,4,2,8,134.56405900042068,0.13456405900042068,4.238767858513251,1,0,200000.0,2.0,0.9953488372093023,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q60,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 445889.435425 and depth_withdrawal_pressure <= 10300.394075,1,1,0,0,0,430,271,0.6302325581395349,0
P271_P280_ADVERSE_SELECTION_AVOID_Q60_CAP100000_NOT100000_CONC2_COST200,P280_ADVERSE_SELECTION_AVOID_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,430,4,426,41,385,0,2,2,4,4,8,240.12290064576206,0.24012290064576203,7.563871370341504,1,0,200000.0,2.0,0.9837209302325581,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q60,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 445889.435425 and depth_withdrawal_pressure <= 10300.394075,1,1,0,0,0,430,271,0.6302325581395349,0
P271_P280_REPLENISH_CONFIRM_Q60_CAP100000_NOT50000_CONC1_COST200,P280_REPLENISH_CONFIRM_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,83,2,81,5,76,0,2,2,3,2,8,31.5502270054414,0.0315502270054414,0.9938321506714041,1,0,100000.0,1.0,0.4879518072289157,-36.29619152354718,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q60,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 5.629741 and avg_level_weighted_depth_imbalance >= 0.582283,1,1,0,0,0,83,54,0.6506024096385542,0
P271_P280_REPLENISH_CONFIRM_Q60_CAP100000_NOT50000_CONC2_COST200,P280_REPLENISH_CONFIRM_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,83,4,79,13,66,0,2,2,3,2,8,91.6487844492499,0.0916487844492499,2.886936710151372,1,0,200000.0,2.0,0.9337349397590361,-36.29619152354718,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q60,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 5.629741 and avg_level_weighted_depth_imbalance >= 0.582283,1,1,0,0,0,83,54,0.6506024096385542,0
P271_P280_REPLENISH_CONFIRM_Q60_CAP100000_NOT75000_CONC1_COST200,P280_REPLENISH_CONFIRM_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,83,2,81,5,76,0,2,2,3,2,8,47.3253405081621,0.0473253405081621,1.4907482260071063,1,0,150000.0,1.5,0.7319277108433735,-54.44428728532077,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q60,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 5.629741 and avg_level_weighted_depth_imbalance >= 0.582283,1,1,0,0,0,83,54,0.6506024096385542,0
P271_P280_REPLENISH_CONFIRM_Q60_CAP100000_NOT75000_CONC2_COST200,P280_REPLENISH_CONFIRM_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,83,4,79,13,66,0,2,2,3,2,8,91.6487844492499,0.0916487844492499,2.886936710151372,1,0,200000.0,2.0,0.9337349397590361,-36.29619152354718,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q60,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 5.629741 and avg_level_weighted_depth_imbalance >= 0.582283,1,1,0,0,0,83,54,0.6506024096385542,0
P271_P280_REPLENISH_CONFIRM_Q60_CAP100000_NOT100000_CONC1_COST200,P280_REPLENISH_CONFIRM_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,83,2,81,5,76,0,2,2,3,2,8,63.1004540108828,0.0631004540108828,1.9876643013428081,1,0,200000.0,2.0,0.9759036144578314,-72.59238304709436,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q60,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 5.629741 and avg_level_weighted_depth_imbalance >= 0.582283,1,1,0,0,0,83,54,0.6506024096385542,0
P271_P280_REPLENISH_CONFIRM_Q60_CAP100000_NOT100000_CONC2_COST200,P280_REPLENISH_CONFIRM_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,83,4,79,13,66,0,2,2,3,2,8,91.6487844492499,0.0916487844492499,2.886936710151372,1,0,200000.0,2.0,0.9337349397590361,-36.29619152354718,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q60,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 5.629741 and avg_level_weighted_depth_imbalance >= 0.582283,1,1,0,0,0,83,54,0.6506024096385542,0
P271_P280_TIME_TO_EXIT_SHORT_HQ60_CAP100000_NOT50000_CONC1_COST200,P280_TIME_TO_EXIT_SHORT_HQ60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,512,2,510,6,504,0,2,2,7,1,8,8.719258497032826,0.008719258497032825,0.274656642656534,1,0,100000.0,1.0,0.498046875,-36.29619152354718,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ60,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 5.629741,1,1,0,0,0,512,250,0.48828125,0
P271_P280_TIME_TO_EXIT_SHORT_HQ60_CAP100000_NOT50000_CONC2_COST200,P280_TIME_TO_EXIT_SHORT_HQ60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,512,4,508,24,484,0,2,2,7,3,8,2.712468480763647,0.002712468480763647,0.08544275714405489,1,0,200000.0,2.0,0.994140625,-36.29619152354718,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ60,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 5.629741,1,1,0,0,0,512,250,0.48828125,0
P271_P280_TIME_TO_EXIT_SHORT_HQ60_CAP100000_NOT75000_CONC1_COST200,P280_TIME_TO_EXIT_SHORT_HQ60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,512,2,510,6,504,0,2,2,7,1,8,13.078887745549238,0.01307888774554924,0.41198496398480106,1,0,150000.0,1.5,0.7470703125,-54.44428728532077,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ60,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 5.629741,1,1,0,0,0,512,250,0.48828125,0
P271_P280_TIME_TO_EXIT_SHORT_HQ60_CAP100000_NOT75000_CONC2_COST200,P280_TIME_TO_EXIT_SHORT_HQ60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,512,4,508,24,484,0,2,2,7,3,8,2.712468480763647,0.002712468480763647,0.08544275714405489,1,0,200000.0,2.0,0.994140625,-36.29619152354718,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ60,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 5.629741,1,1,0,0,0,512,250,0.48828125,0
P271_P280_TIME_TO_EXIT_SHORT_HQ60_CAP100000_NOT100000_CONC1_COST200,P280_TIME_TO_EXIT_SHORT_HQ60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,512,2,510,6,504,0,2,2,7,1,8,17.43851699406565,0.01743851699406565,0.549313285313068,1,0,200000.0,2.0,0.99609375,-72.59238304709436,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ60,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 5.629741,1,1,0,0,0,512,250,0.48828125,0
P271_P280_TIME_TO_EXIT_SHORT_HQ60_CAP100000_NOT100000_CONC2_COST200,P280_TIME_TO_EXIT_SHORT_HQ60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,512,4,508,24,484,0,2,2,7,3,8,2.712468480763647,0.002712468480763647,0.08544275714405489,1,0,200000.0,2.0,0.994140625,-36.29619152354718,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ60,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 5.629741,1,1,0,0,0,512,250,0.48828125,0
