symbol,strategy_id,side,replenishment_bucket,shard_symbol_label_rows,symbols,trade_dates,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,label_candidate
CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,13290,1.0084010293169283,1.0,-19.021119632816838,-12.231471836203212,-27.289239632816862,1.0,0.0,-261.0708329078604,0.0,3.0048659492998584,0.5689707290337911,False
JUNIORBEES,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,12507,1.0072573129676379,1.0,-19.125543290992542,-11.637430636310953,-27.393663290992503,0.9906425272019249,0.0,-245.6288234236814,0.1292941830555172,3.9071521887560867,0.6974972618276722,False
JUNIORBEES,P68_FADE_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,6,1,6,2740,0.9574738902741031,0.970704885766519,-19.1359340247715,-7.861985393329829,-27.404054024771497,0.9861111111111112,0.0,-245.6288234236814,0.1292941830555172,3.9068850970030145,0.6961994053992587,False
HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,6,1,6,3720,0.9599754363074514,0.9637947499525099,-19.701416251773892,-10.551972115872555,-27.96953625177389,0.9756944444444445,0.0,-179.8453330136085,2.220446049250313e-12,1.5085385139342984,0.572144915415184,False
ITC,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,13620,1.0094883913534196,1.0,-20.132227738914043,-12.291238572694208,-28.40034773891404,1.0,0.0,-355.88714518480447,-0.8731336767675568,2.3498032189437996,0.5099371066396347,False
RELIANCE,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,6,1,6,3920,0.9550219565328355,0.9722222222222222,-20.324067257562763,-10.269589540438107,-28.592187257562756,0.9950980392156863,0.0,-299.0332009293273,2.220446049250313e-12,1.7769232602789458,0.44350505796207895,False
HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,6,1,6,1260,0.9370000257034983,0.9387938435953227,-20.710181399043957,-17.421305178440264,-28.978301399043954,1.0,0.0,-120.19806724702487,0.0,2.843380554495219,0.3061300204169058,False
NESTLEIND,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,9,1,6,14220,1.004994350141151,1.0,-20.722798029433434,-15.603799185888168,-28.990918029433438,1.0,0.0,-196.23875715453764,0.0,3.158402695213114,0.4074676350063324,False
ITBEES,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,13359,1.0096012798758736,1.0,-21.014631284253515,-12.378415591045023,-29.282751284253525,0.996033673304193,0.0,-280.45838359469053,2.220446049250313e-12,3.595065673442026,0.7408609487641732,False
HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,6,1,6,3540,0.9469074486188709,0.956784770462096,-21.860261948401803,-9.801491389151707,-30.128381948401795,1.0,0.0,-243.6844613918021,0.0,1.5015377827549885,0.5699722028160685,False
NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,9,1,6,13400,1.0071477898228647,1.0,-22.057860637365362,-15.972222222221388,-30.325980637365376,1.0,0.0,-231.24340155978751,0.0,3.1386214872852762,0.40839830251102915,False
SUNPHARMA,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,5540,1.0103136991828552,1.0,-22.63404613125544,-14.760111190120217,-30.90216613125546,1.0,0.0,-286.0458076884276,0.0,2.3116016807618185,0.30500823466413257,False
HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,6,1,6,880,0.9574067943890147,0.9638361095211629,-23.247345047461426,-12.538441461388272,-31.515465047461422,1.0,0.0,-372.98229117693205,0.0,2.827204963070635,0.305400874861784,False
RELIANCE,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,6,1,6,14830,1.0078876443493419,1.0,-23.773350690270814,-15.911942203594709,-32.04147069027081,0.9976415094339622,0.0,-299.0332009293273,2.220446049250313e-12,1.7765953920249853,0.44431332178552746,False
ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,6,1,6,14790,1.0099737551334655,1.0,-24.012427032496998,-15.818384401812825,-32.28054703249697,0.9948186528497409,0.0,-351.26538514728026,2.220446049250313e-12,1.7598856271217407,0.3683213075743111,False
ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,13998,1.0095070162238065,1.0,-24.559168281755422,-14.155884133179587,-32.827288281755486,0.9962934560327198,0.0,-311.08950767307687,2.220446049250313e-12,1.7521185528170318,0.36879136305813515,False
HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,6,1,6,14480,1.011499986784548,1.0,-25.482553382114048,-16.667532668208082,-33.750673382114066,0.9912951631701632,0.0,-213.43638525564867,2.220446049250313e-12,1.5075264189656326,0.5721327568515466,False
HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,14059,1.0085610957675606,1.0,-25.70730561001484,-14.26716216241186,-33.97542561001485,0.9971334971334972,0.0,-470.63940843845245,2.220446049250313e-12,1.502050032804618,0.5716961563648931,False
HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,6,1,6,2790,1.003925904575487,1.0,-25.760829654442073,-26.925931132901205,-34.028949654442116,1.0,0.0,-120.19806724702487,0.0,2.83921547659917,0.30459291140776806,False
ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,11,1,6,3000,0.9233682493641211,0.9363957597173145,-25.80978925032749,-13.112082601896002,-34.07790925032748,1.0,0.0,-378.93541058098054,-0.422083403680551,3.2426139822924367,0.4138800962474097,False
RELIANCE,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,14359,1.0120804274482655,1.0,-26.96348719339481,-13.376162107988643,-35.23160719339483,0.9982481575450043,0.0,-456.8416428728317,2.220446049250313e-12,1.7707628568881137,0.44432802263874044,False
ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,11,1,6,14550,1.0084829772020019,1.0,-28.64864820088068,-20.126755738266723,-36.91676820088069,1.0,0.0,-378.93541058098054,0.0,3.24376205991089,0.41723513503902027,False
HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,6,1,6,2420,1.0072060356816808,1.0,-29.2263614930848,-23.25713402417329,-37.49448149308478,1.0,0.0,-372.98229117693205,0.0,2.827636901805569,0.303917954464376,False
ULTRACEMCO,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,10,1,6,3280,0.9512254643241962,0.961080146939071,-31.336276375039056,-9.119137123318744,-39.604396375039016,1.0,0.0,-323.71454263058985,-0.427478305475848,3.531555938182147,0.41924283518682853,False
ULTRACEMCO,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,10,1,6,13270,1.013576702018732,1.0,-45.24309171580064,-18.435483573169265,-53.51121171580063,1.0,0.0,-404.28159736517034,-0.427478305475848,3.5375837034727198,0.4192102464344992,False
