strategy_id,side,spread_bucket,imbalance_bucket,replenishment_bucket,shard_symbol_label_rows,symbols,trade_dates,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,label_candidate
P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,12,4,5,28540,1.0054340729312148,1.0,-15.167170111006419,-13.890125662761044,-23.435290111006413,0.9988207547169812,0.0,-299.0332009293273,2.220446049250313e-12,1.7283886708022604,0.4789748684785787,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,5,1,5,2320,0.9639401874712451,0.9744676227727075,-15.770801584983115,-6.296138296310039,-24.03892158498311,0.9833333333333332,0.0,-194.0877119874729,0.1292941830555172,3.503845203914602,0.6965325196552752,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,11,3,6,3400,0.9237899661054482,0.896551724137931,-15.779318937243904,-13.112082601896002,-24.04743893724391,0.993006993006993,0.0,-80.5316912482823,0.08341535843614523,3.2051117011822963,0.36442275040064537,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,15,3,5,5360,0.9554498584689726,0.9608273115854253,-16.18672982777068,-12.41368700797607,-24.454849827770676,0.9948717948717949,0.0,-120.19806724702487,2.220446049250313e-12,1.9452906033365625,0.3268136347239528,False
P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,12,4,5,28309,1.008065156356674,1.0,-16.337707115898603,-12.235373355458655,-24.605827115898617,0.9991240787725021,0.0,-301.9631350217278,2.220446049250313e-12,1.7251831330889973,0.4791572640186513,False
P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,15,3,5,4380,0.9655151971841133,0.9704453441295546,-16.373670698299765,-8.540404245800381,-24.641790698299765,0.9968253968253968,0.0,-311.08950767307687,2.220446049250313e-12,1.9358726383678624,0.3252222199785026,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,5,1,5,10377,1.006192245377929,1.0,-16.60054822303826,-9.613659086830095,-24.86866822303824,0.9887710326423098,0.0,-194.0877119874729,0.1292941830555172,3.5037310489653644,0.6975994469173149,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,11,3,6,12050,1.0028134371521351,1.0,-17.16829153603612,-14.358753029449778,-25.43641153603613,0.9974979149291076,0.0,-181.28751130477627,0.08341535843614523,3.204516720190797,0.36422036539229036,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,5,1,5,2980,0.9649382724201117,0.9675303283073866,-17.551647755025435,-9.51504517715529,-25.81976775502543,0.9708333333333334,0.0,-179.8453330136085,2.220446049250313e-12,1.2152273612047029,0.5724282127307525,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,6,2,6,13940,1.0076329880445996,1.0,-18.226447319713436,-10.920453827484856,-26.494567319713443,1.0,0.0,-156.16147308781802,0.0,3.183508496072443,0.721009173657927,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,17,4,6,9220,0.9527175283545913,0.9666666666666667,-18.92141587808726,-9.012131715770977,-27.18953587808725,1.0,0.0,-273.79886601014647,0.0,3.100287483860425,0.4643759484067256,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,15,3,5,19340,1.0057879846603015,1.0,-18.997618746539317,-15.060240963854499,-27.265738746539327,0.9979274611398964,0.0,-351.26538514728026,2.220446049250313e-12,1.9430380553211752,0.32601835951076164,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,6,2,6,13370,1.0094321974984501,1.0,-19.026868535881686,-12.378415591045023,-27.29498853588167,1.0,0.0,-206.31758679567457,-0.35648082133188375,3.177151105143038,0.7210522436613415,False
P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,5,1,5,2960,0.9517901613507297,0.9600811688311688,-19.60304467651385,-8.711054907071802,-27.871164676513835,1.0,0.0,-243.6844613918021,0.0,1.2103748997891244,0.5702932830599728,False
P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,15,3,5,18118,1.0088680974467454,1.0,-20.656828678024592,-14.193456816408156,-28.92494867802459,0.998517382413088,0.0,-311.08950767307687,2.220446049250313e-12,1.936732059185093,0.3254759407487526,False
P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,5,1,5,11889,1.00845472111791,1.0,-20.91762595823601,-13.38280917330903,-29.18574595823597,0.9965601965601966,0.0,-243.6844613918021,2.220446049250313e-12,1.2105889531668779,0.5718634727524126,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,2,2,1,800,0.9264755500018131,0.9334586677181048,-21.410530923466887,-16.11973148132162,-29.678650923466872,1.0,0.0,-68.95949720670313,-2.6609898882401506,5.163101229147378,0.4692878271735755,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,5,1,5,11920,1.009213807579063,1.0,-21.655428437686403,-15.933325162398315,-29.923548437686414,0.9895541958041958,0.0,-213.43638525564867,2.220446049250313e-12,1.2144549935650364,0.5724084642736452,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,17,4,6,39530,1.0093335989487078,1.0,-22.417830078425045,-15.58944973455767,-30.685950078425048,1.0,0.0,-273.79886601014647,0.0,3.100510252118681,0.46661536297736533,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,17,4,6,8380,0.9549268776074475,0.9703669513039465,-22.46143787127169,-8.318314154996953,-30.72955787127167,1.0,0.0,-323.71454263058985,0.0,3.088056104229441,0.46775456764886175,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,500,0.9344668203758281,0.9367245657568238,-23.267518177876116,-11.159447701910574,-31.535638177876148,1.0,0.0,-124.3329241099389,-1.9425506316417263,5.947868781291224,0.6994185150677437,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,2,2,1,980,0.9302306433923444,0.9441934510018676,-24.462769933521827,-14.973331239728216,-32.73088993352182,1.0,0.0,-232.19946876874232,-0.8379420144122296,5.136827952344393,0.4727789791642629,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,17,4,6,35370,1.0112240076416161,1.0,-27.62199095192417,-15.757420893488527,-35.89011095192417,1.0,0.0,-456.8416428728317,0.0,3.0918066985514763,0.46683061402175124,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2600,1.0174624608171483,1.0,-29.459882567615182,-23.127434052153674,-37.72800256761517,0.9807692307692307,0.0,-124.3329241099389,0.18700443823904678,5.945952018200482,0.6975889387335348,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,1,1,1,740,0.9351612557441507,0.9481582537517054,-30.45025873551617,-24.085637823372252,-38.71837873551618,1.0,0.0,-130.80540858318668,-9.68935345586952,2.975094277582275,0.570728428837341,False
P68_FADE_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2130,1.0125826509161826,1.0,-31.750518630763956,-27.489138361995735,-40.018638630763796,1.0,0.0,-245.6288234236814,-2.957965423272535,5.924257887709698,0.6969863363794591,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,1,1,1,580,0.9224938849595775,0.9471153846153846,-33.146348307841585,-16.35687732342017,-41.41446830784158,1.0,0.0,-145.88898347374203,-0.8870753126943853,2.957352197584309,0.568366801596547,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,3,3,1,1180,0.9197410596923988,0.9426132592322254,-33.23638224890234,-19.035532994923223,-41.50450224890231,1.0,0.0,-162.43551105889375,0.0,4.126399605735554,0.3300650006315336,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,10,3,6,11920,1.0074379147042447,1.0,-34.48304262379531,-11.876565285164343,-42.75116262379534,1.0,0.0,-404.28159736517034,0.0,3.4868148647526978,0.361930955102495,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,760,0.9442820884698814,0.9531135531135531,-35.7122094273595,-15.436863229391085,-43.98032942735948,1.0,0.0,-239.30601256356488,0.0,6.116261184825599,0.7408687066527506,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2,2,1,3020,1.0111355953347199,1.0,-35.871997264309144,-26.182339355576012,-44.14011726430918,1.0,0.0,-355.88714518480447,-0.8379420144122296,5.136463135643135,0.47418144537041634,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2640,1.0127042542032316,1.0,-35.95338946556319,-24.427480916030532,-44.221509465563194,1.0,0.0,-239.30601256356488,0.0,6.110705364398416,0.7414543826535102,False
P68_FADE_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,420,0.925142404288393,0.9448275862068966,-35.96159622371343,-14.951266441662892,-44.229716223713424,1.0,0.0,-245.6288234236814,-2.957965423272535,5.9220845624450735,0.6945338341191762,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2,2,1,4350,1.017288514140604,1.0,-36.039144569025154,-26.545027379598075,-44.30726456902525,1.0,0.0,-262.97755696419455,-0.8727526618945713,5.163318410525894,0.4770929632210047,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2,2,1,2510,1.022002260712503,1.0,-36.14544320520298,-23.187589618476334,-44.41356320520297,1.0,0.0,-259.6389750922068,-2.314546927438821,5.284445155575606,0.36141712806809967,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,3,3,1,1160,0.934139513849245,0.9245511296325859,-37.05651055199504,-18.99630435533428,-45.32463055199503,1.0,0.0,-372.98229117693205,0.0,4.102855917946011,0.3294136463756075,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,3,3,1,4270,1.012935500672602,1.0,-39.63775633719408,-31.152647975078995,-47.905876337194066,1.0,0.0,-181.98770633331085,0.0,4.122689935339864,0.3278507207871146,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1,1,1,2560,1.022930882811972,1.0,-44.61817810425227,-39.186800235710976,-52.88629810425232,1.0,0.0,-152.73792443806778,-3.781048222906147,2.972883545968613,0.5707542197410538,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2059,1.014764533042486,1.0,-47.1529011430108,-30.65603923973037,-55.42102114301093,0.9762020398251579,0.0,-280.45838359469053,2.220446049250313e-12,6.077563004036131,0.7411081749905554,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,440,0.935071351562588,0.9328143576689507,-48.21162829389004,-12.206341934019594,-56.47974829388996,1.0,0.0,-280.45838359469053,-3.0395136778105236,6.080961497954978,0.7431555435849466,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,3,3,1,3840,1.0097130149429578,1.0,-49.55500842206834,-32.17404626934095,-57.823128422068486,1.0,0.0,-372.98229117693205,0.0,4.0990539748433745,0.3280554006295245,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1,1,1,2170,1.009092969015814,1.0,-49.65570386890899,-30.019319363946416,-57.92382386890926,1.0,0.0,-470.63940843845245,-0.8870753126943853,2.9593554309933188,0.5708595744272954,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,2,2,1,640,0.9372536795458877,0.9392677718026482,-52.84369533454547,-45.185474052122366,-61.11181533454549,1.0,0.0,-170.65287653522887,-2.314546927438821,5.300786378564107,0.36420822718193596,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,2,2,1,760,0.9314189337287017,0.9334339953074307,-56.14239204790903,-23.7209508309244,-64.410512047909,1.0,0.0,-378.93541058098054,-2.6047177951060707,5.312864413752303,0.36135008229758736,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2,2,1,2940,1.013538452497258,1.0,-66.0594615735825,-26.91352402097835,-74.3275815735826,1.0,0.0,-378.93541058098054,-2.6047177951060707,5.314012372253848,0.36150077440759376,False
