horizon_sec,trade_date,exchange,symbol,split_role,feature_file_exists,label_file_exists,event_only_joined_rows,test_rows_used
1,2026-07-09,NSE,HDFCBANK,train,1,1,866,0
1,2026-07-09,NSE,HINDUNILVR,train,1,1,659,0
1,2026-07-09,NSE,ICICIBANK,train,1,1,822,0
1,2026-07-09,NSE,INFY,train,1,1,541,0
1,2026-07-09,NSE,ITBEES,train,1,1,705,0
1,2026-07-09,NSE,ITC,train,1,1,789,0
1,2026-07-09,NSE,JUNIORBEES,train,1,1,815,0
1,2026-07-09,NSE,KOTAKBANK,train,1,1,760,0
1,2026-07-09,NSE,LT,train,1,1,805,0
1,2026-07-09,NSE,M&M,train,1,1,592,0
1,2026-07-09,NSE,MARUTI,train,1,1,729,0
1,2026-07-09,NSE,NESTLEIND,train,1,1,287,0
1,2026-07-09,NSE,NIFTYBEES,train,1,1,657,0
1,2026-07-09,NSE,ONGC,train,1,1,543,0
1,2026-07-09,NSE,RELIANCE,train,1,1,790,0
1,2026-07-09,NSE,SBIN,train,1,1,590,0
1,2026-07-09,NSE,SUNPHARMA,train,1,1,773,0
1,2026-07-09,NSE,TCS,train,1,1,807,0
1,2026-07-09,NSE,TECHM,train,1,1,1291,0
1,2026-07-09,NSE,ULTRACEMCO,train,1,1,185,0
1,2026-07-09,NSE,WIPRO,train,1,1,1976,0
1,2026-07-10,NSE,ADANIPORTS,train,1,1,704,0
1,2026-07-10,NSE,AXISBANK,train,1,1,565,0
1,2026-07-10,NSE,BAJAJ-AUTO,train,1,1,711,0
1,2026-07-10,NSE,BANKBEES,train,1,1,593,0
1,2026-07-10,NSE,BHARTIARTL,train,1,1,663,0
1,2026-07-10,NSE,BPCL,train,1,1,290,0
1,2026-07-10,NSE,BRITANNIA,train,1,1,879,0
1,2026-07-10,NSE,CIPLA,train,1,1,437,0
1,2026-07-10,NSE,DRREDDY,train,1,1,925,0
1,2026-07-10,NSE,GOLDBEES,train,1,1,715,0
1,2026-07-10,NSE,HCLTECH,train,1,1,1321,0
1,2026-07-10,NSE,HDFCBANK,train,1,1,1255,0
1,2026-07-10,NSE,HINDUNILVR,train,1,1,533,0
1,2026-07-10,NSE,ICICIBANK,train,1,1,612,0
1,2026-07-10,NSE,INFY,train,1,1,1263,0
1,2026-07-10,NSE,ITBEES,train,1,1,1249,0
1,2026-07-10,NSE,ITC,train,1,1,617,0
1,2026-07-10,NSE,JUNIORBEES,train,1,1,1165,0
1,2026-07-10,NSE,KOTAKBANK,train,1,1,452,0
1,2026-07-10,NSE,LT,train,1,1,544,0
1,2026-07-10,NSE,M&M,train,1,1,472,0
1,2026-07-10,NSE,MARUTI,train,1,1,680,0
1,2026-07-10,NSE,NESTLEIND,train,1,1,419,0
1,2026-07-10,NSE,NIFTYBEES,train,1,1,697,0
1,2026-07-10,NSE,ONGC,train,1,1,693,0
1,2026-07-10,NSE,RELIANCE,train,1,1,656,0
1,2026-07-10,NSE,SBIN,train,1,1,809,0
1,2026-07-10,NSE,SUNPHARMA,train,1,1,443,0
1,2026-07-10,NSE,TCS,train,1,1,1457,0
1,2026-07-10,NSE,TECHM,train,1,1,683,0
1,2026-07-10,NSE,ULTRACEMCO,train,1,1,1107,0
1,2026-07-10,NSE,WIPRO,train,1,1,914,0
1,2026-07-13,NSE,ADANIPORTS,validation,1,1,709,0
1,2026-07-13,NSE,AXISBANK,validation,1,1,565,0
1,2026-07-13,NSE,BAJAJ-AUTO,validation,1,1,1285,0
1,2026-07-13,NSE,BANKBEES,validation,1,1,1133,0
1,2026-07-13,NSE,BHARTIARTL,validation,1,1,667,0
1,2026-07-13,NSE,BPCL,validation,1,1,1851,0
1,2026-07-13,NSE,BRITANNIA,validation,1,1,1368,0
1,2026-07-13,NSE,CIPLA,validation,1,1,528,0
1,2026-07-13,NSE,DRREDDY,validation,1,1,207,0
1,2026-07-13,NSE,GOLDBEES,validation,1,1,661,0
1,2026-07-13,NSE,HCLTECH,validation,1,1,1317,0
1,2026-07-13,NSE,HDFCBANK,validation,1,1,1513,0
1,2026-07-13,NSE,HINDUNILVR,validation,1,1,529,0
1,2026-07-13,NSE,ICICIBANK,validation,1,1,1031,0
1,2026-07-13,NSE,INFY,validation,1,1,1459,0
1,2026-07-13,NSE,ITBEES,validation,1,1,2136,0
1,2026-07-13,NSE,ITC,validation,1,1,217,0
1,2026-07-13,NSE,JUNIORBEES,validation,1,1,933,0
1,2026-07-13,NSE,KOTAKBANK,validation,1,1,322,0
1,2026-07-13,NSE,LT,validation,1,1,670,0
1,2026-07-13,NSE,M&M,validation,1,1,1139,0
1,2026-07-13,NSE,MARUTI,validation,1,1,1359,0
1,2026-07-13,NSE,NESTLEIND,validation,1,1,586,0
1,2026-07-13,NSE,NIFTYBEES,validation,1,1,980,0
1,2026-07-13,NSE,ONGC,validation,1,1,853,0
1,2026-07-13,NSE,RELIANCE,validation,1,1,962,0
1,2026-07-13,NSE,SBIN,validation,1,1,932,0
1,2026-07-13,NSE,SUNPHARMA,validation,1,1,713,0
1,2026-07-13,NSE,TCS,validation,1,1,1550,0
1,2026-07-13,NSE,TECHM,validation,1,1,954,0
1,2026-07-13,NSE,ULTRACEMCO,validation,1,1,1317,0
1,2026-07-13,NSE,WIPRO,validation,1,1,1011,0
5,2026-07-08,NSE,ADANIPORTS,train,1,1,0,0
5,2026-07-08,NSE,AXISBANK,train,1,1,0,0
5,2026-07-08,NSE,BAJAJ-AUTO,train,1,1,0,0
5,2026-07-08,NSE,BANKBEES,train,1,1,0,0
5,2026-07-08,NSE,BHARTIARTL,train,1,1,0,0
5,2026-07-08,NSE,BPCL,train,1,1,0,0
5,2026-07-08,NSE,BRITANNIA,train,1,1,0,0
5,2026-07-08,NSE,CIPLA,train,1,1,0,0
5,2026-07-08,NSE,DRREDDY,train,1,1,0,0
5,2026-07-08,NSE,GOLDBEES,train,1,1,0,0
5,2026-07-08,NSE,HCLTECH,train,1,1,0,0
5,2026-07-08,NSE,HDFCBANK,train,1,1,0,0
5,2026-07-08,NSE,HINDUNILVR,train,1,1,0,0
5,2026-07-08,NSE,ICICIBANK,train,1,1,0,0
5,2026-07-08,NSE,INFY,train,1,1,0,0
5,2026-07-08,NSE,ITBEES,train,1,1,0,0
5,2026-07-08,NSE,ITC,train,1,1,0,0
5,2026-07-08,NSE,JUNIORBEES,train,1,1,0,0
5,2026-07-08,NSE,KOTAKBANK,train,1,1,0,0
5,2026-07-08,NSE,LT,train,1,1,0,0
5,2026-07-08,NSE,M&M,train,1,1,0,0
5,2026-07-08,NSE,MARUTI,train,1,1,0,0
5,2026-07-08,NSE,NESTLEIND,train,1,1,0,0
5,2026-07-08,NSE,NIFTYBEES,train,1,1,0,0
5,2026-07-08,NSE,ONGC,train,1,1,0,0
5,2026-07-08,NSE,RELIANCE,train,1,1,0,0
5,2026-07-08,NSE,SBIN,train,1,1,0,0
5,2026-07-08,NSE,SUNPHARMA,train,1,1,0,0
5,2026-07-08,NSE,TCS,train,1,1,0,0
5,2026-07-08,NSE,TECHM,train,1,1,0,0
5,2026-07-08,NSE,ULTRACEMCO,train,1,1,0,0
5,2026-07-08,NSE,WIPRO,train,1,1,0,0
5,2026-07-09,NSE,ADANIPORTS,train,1,1,240,0
5,2026-07-09,NSE,AXISBANK,train,1,1,268,0
5,2026-07-09,NSE,BAJAJ-AUTO,train,1,1,210,0
5,2026-07-09,NSE,BANKBEES,train,1,1,318,0
5,2026-07-09,NSE,BHARTIARTL,train,1,1,667,0
5,2026-07-09,NSE,BPCL,train,1,1,192,0
5,2026-07-09,NSE,BRITANNIA,train,1,1,732,0
5,2026-07-09,NSE,CIPLA,train,1,1,209,0
5,2026-07-09,NSE,DRREDDY,train,1,1,1216,0
5,2026-07-09,NSE,GOLDBEES,train,1,1,316,0
5,2026-07-09,NSE,HCLTECH,train,1,1,664,0
5,2026-07-09,NSE,HDFCBANK,train,1,1,459,0
5,2026-07-09,NSE,HINDUNILVR,train,1,1,428,0
5,2026-07-09,NSE,ICICIBANK,train,1,1,441,0
5,2026-07-09,NSE,INFY,train,1,1,296,0
5,2026-07-09,NSE,ITBEES,train,1,1,431,0
5,2026-07-09,NSE,ITC,train,1,1,403,0
5,2026-07-09,NSE,JUNIORBEES,train,1,1,325,0
5,2026-07-09,NSE,KOTAKBANK,train,1,1,489,0
5,2026-07-09,NSE,LT,train,1,1,446,0
5,2026-07-09,NSE,M&M,train,1,1,321,0
5,2026-07-09,NSE,MARUTI,train,1,1,410,0
5,2026-07-09,NSE,NESTLEIND,train,1,1,165,0
5,2026-07-09,NSE,NIFTYBEES,train,1,1,237,0
5,2026-07-09,NSE,ONGC,train,1,1,220,0
5,2026-07-09,NSE,RELIANCE,train,1,1,402,0
5,2026-07-09,NSE,SBIN,train,1,1,387,0
5,2026-07-09,NSE,SUNPHARMA,train,1,1,487,0
5,2026-07-09,NSE,TCS,train,1,1,506,0
5,2026-07-09,NSE,TECHM,train,1,1,586,0
5,2026-07-09,NSE,ULTRACEMCO,train,1,1,99,0
5,2026-07-09,NSE,WIPRO,train,1,1,779,0
5,2026-07-10,NSE,ADANIPORTS,train,1,1,379,0
5,2026-07-10,NSE,AXISBANK,train,1,1,253,0
5,2026-07-10,NSE,BAJAJ-AUTO,train,1,1,435,0
5,2026-07-10,NSE,BANKBEES,train,1,1,201,0
5,2026-07-10,NSE,BHARTIARTL,train,1,1,256,0
5,2026-07-10,NSE,BPCL,train,1,1,155,0
5,2026-07-10,NSE,BRITANNIA,train,1,1,509,0
5,2026-07-10,NSE,CIPLA,train,1,1,256,0
5,2026-07-10,NSE,DRREDDY,train,1,1,504,0
5,2026-07-10,NSE,GOLDBEES,train,1,1,311,0
5,2026-07-10,NSE,HCLTECH,train,1,1,1091,0
5,2026-07-10,NSE,HDFCBANK,train,1,1,525,0
5,2026-07-10,NSE,HINDUNILVR,train,1,1,239,0
5,2026-07-10,NSE,ICICIBANK,train,1,1,254,0
5,2026-07-10,NSE,INFY,train,1,1,671,0
5,2026-07-10,NSE,ITBEES,train,1,1,696,0
5,2026-07-10,NSE,ITC,train,1,1,364,0
5,2026-07-10,NSE,JUNIORBEES,train,1,1,456,0
5,2026-07-10,NSE,KOTAKBANK,train,1,1,181,0
5,2026-07-10,NSE,LT,train,1,1,199,0
5,2026-07-10,NSE,M&M,train,1,1,185,0
5,2026-07-10,NSE,MARUTI,train,1,1,281,0
5,2026-07-10,NSE,NESTLEIND,train,1,1,260,0
5,2026-07-10,NSE,NIFTYBEES,train,1,1,297,0
5,2026-07-10,NSE,ONGC,train,1,1,340,0
5,2026-07-10,NSE,RELIANCE,train,1,1,241,0
5,2026-07-10,NSE,SBIN,train,1,1,383,0
5,2026-07-10,NSE,SUNPHARMA,train,1,1,221,0
5,2026-07-10,NSE,TCS,train,1,1,815,0
5,2026-07-10,NSE,TECHM,train,1,1,456,0
5,2026-07-10,NSE,ULTRACEMCO,train,1,1,627,0
5,2026-07-10,NSE,WIPRO,train,1,1,532,0
5,2026-07-13,NSE,ADANIPORTS,validation,1,1,364,0
5,2026-07-13,NSE,AXISBANK,validation,1,1,345,0
5,2026-07-13,NSE,BAJAJ-AUTO,validation,1,1,969,0
5,2026-07-13,NSE,BANKBEES,validation,1,1,427,0
5,2026-07-13,NSE,BHARTIARTL,validation,1,1,320,0
5,2026-07-13,NSE,BPCL,validation,1,1,901,0
5,2026-07-13,NSE,BRITANNIA,validation,1,1,795,0
5,2026-07-13,NSE,CIPLA,validation,1,1,328,0
5,2026-07-13,NSE,DRREDDY,validation,1,1,96,0
5,2026-07-13,NSE,GOLDBEES,validation,1,1,306,0
5,2026-07-13,NSE,HCLTECH,validation,1,1,961,0
5,2026-07-13,NSE,HDFCBANK,validation,1,1,677,0
5,2026-07-13,NSE,HINDUNILVR,validation,1,1,257,0
5,2026-07-13,NSE,ICICIBANK,validation,1,1,488,0
5,2026-07-13,NSE,INFY,validation,1,1,789,0
5,2026-07-13,NSE,ITBEES,validation,1,1,950,0
5,2026-07-13,NSE,ITC,validation,1,1,119,0
5,2026-07-13,NSE,JUNIORBEES,validation,1,1,401,0
5,2026-07-13,NSE,KOTAKBANK,validation,1,1,176,0
5,2026-07-13,NSE,LT,validation,1,1,320,0
5,2026-07-13,NSE,M&M,validation,1,1,552,0
5,2026-07-13,NSE,MARUTI,validation,1,1,580,0
5,2026-07-13,NSE,NESTLEIND,validation,1,1,424,0
5,2026-07-13,NSE,NIFTYBEES,validation,1,1,447,0
5,2026-07-13,NSE,ONGC,validation,1,1,507,0
5,2026-07-13,NSE,RELIANCE,validation,1,1,587,0
5,2026-07-13,NSE,SBIN,validation,1,1,499,0
5,2026-07-13,NSE,SUNPHARMA,validation,1,1,387,0
5,2026-07-13,NSE,TCS,validation,1,1,911,0
5,2026-07-13,NSE,TECHM,validation,1,1,713,0
5,2026-07-13,NSE,ULTRACEMCO,validation,1,1,764,0
5,2026-07-13,NSE,WIPRO,validation,1,1,712,0
15,2026-07-08,NSE,ADANIPORTS,train,1,1,0,0
15,2026-07-08,NSE,AXISBANK,train,1,1,0,0
15,2026-07-08,NSE,BAJAJ-AUTO,train,1,1,0,0
15,2026-07-08,NSE,BANKBEES,train,1,1,0,0
15,2026-07-08,NSE,BHARTIARTL,train,1,1,0,0
15,2026-07-08,NSE,BPCL,train,1,1,0,0
15,2026-07-08,NSE,BRITANNIA,train,1,1,0,0
15,2026-07-08,NSE,CIPLA,train,1,1,0,0
15,2026-07-08,NSE,DRREDDY,train,1,1,0,0
15,2026-07-08,NSE,GOLDBEES,train,1,1,0,0
15,2026-07-08,NSE,HCLTECH,train,1,1,0,0
15,2026-07-08,NSE,HDFCBANK,train,1,1,0,0
15,2026-07-08,NSE,HINDUNILVR,train,1,1,0,0
15,2026-07-08,NSE,ICICIBANK,train,1,1,0,0
15,2026-07-08,NSE,INFY,train,1,1,0,0
15,2026-07-08,NSE,ITBEES,train,1,1,0,0
15,2026-07-08,NSE,ITC,train,1,1,0,0
15,2026-07-08,NSE,JUNIORBEES,train,1,1,0,0
15,2026-07-08,NSE,KOTAKBANK,train,1,1,0,0
15,2026-07-08,NSE,LT,train,1,1,0,0
15,2026-07-08,NSE,M&M,train,1,1,0,0
15,2026-07-08,NSE,MARUTI,train,1,1,0,0
15,2026-07-08,NSE,NESTLEIND,train,1,1,0,0
15,2026-07-08,NSE,NIFTYBEES,train,1,1,0,0
15,2026-07-08,NSE,ONGC,train,1,1,0,0
15,2026-07-08,NSE,RELIANCE,train,1,1,0,0
15,2026-07-08,NSE,SBIN,train,1,1,0,0
15,2026-07-08,NSE,SUNPHARMA,train,1,1,0,0
15,2026-07-08,NSE,TCS,train,1,1,0,0
15,2026-07-08,NSE,TECHM,train,1,1,0,0
15,2026-07-08,NSE,ULTRACEMCO,train,1,1,0,0
15,2026-07-08,NSE,WIPRO,train,1,1,0,0
15,2026-07-09,NSE,ADANIPORTS,train,1,1,5,0
15,2026-07-09,NSE,AXISBANK,train,1,1,1,0
15,2026-07-09,NSE,BAJAJ-AUTO,train,1,1,11,0
15,2026-07-09,NSE,BANKBEES,train,1,1,0,0
15,2026-07-09,NSE,BHARTIARTL,train,1,1,14,0
15,2026-07-09,NSE,BPCL,train,1,1,8,0
15,2026-07-09,NSE,BRITANNIA,train,1,1,175,0
15,2026-07-09,NSE,CIPLA,train,1,1,10,0
15,2026-07-09,NSE,DRREDDY,train,1,1,525,0
15,2026-07-09,NSE,GOLDBEES,train,1,1,0,0
15,2026-07-09,NSE,HCLTECH,train,1,1,129,0
15,2026-07-09,NSE,HDFCBANK,train,1,1,0,0
15,2026-07-09,NSE,HINDUNILVR,train,1,1,52,0
15,2026-07-09,NSE,ICICIBANK,train,1,1,0,0
15,2026-07-09,NSE,INFY,train,1,1,2,0
15,2026-07-09,NSE,ITBEES,train,1,1,85,0
15,2026-07-09,NSE,ITC,train,1,1,4,0
15,2026-07-09,NSE,JUNIORBEES,train,1,1,0,0
15,2026-07-09,NSE,KOTAKBANK,train,1,1,0,0
15,2026-07-09,NSE,LT,train,1,1,0,0
15,2026-07-09,NSE,M&M,train,1,1,0,0
15,2026-07-09,NSE,MARUTI,train,1,1,3,0
15,2026-07-09,NSE,NESTLEIND,train,1,1,10,0
15,2026-07-09,NSE,NIFTYBEES,train,1,1,0,0
15,2026-07-09,NSE,ONGC,train,1,1,1,0
15,2026-07-09,NSE,RELIANCE,train,1,1,0,0
15,2026-07-09,NSE,SBIN,train,1,1,0,0
15,2026-07-09,NSE,SUNPHARMA,train,1,1,90,0
15,2026-07-09,NSE,TCS,train,1,1,10,0
15,2026-07-09,NSE,TECHM,train,1,1,43,0
15,2026-07-09,NSE,ULTRACEMCO,train,1,1,2,0
15,2026-07-09,NSE,WIPRO,train,1,1,180,0
15,2026-07-10,NSE,ADANIPORTS,train,1,1,2,0
15,2026-07-10,NSE,AXISBANK,train,1,1,0,0
15,2026-07-10,NSE,BAJAJ-AUTO,train,1,1,7,0
15,2026-07-10,NSE,BANKBEES,train,1,1,0,0
15,2026-07-10,NSE,BHARTIARTL,train,1,1,0,0
15,2026-07-10,NSE,BPCL,train,1,1,5,0
15,2026-07-10,NSE,BRITANNIA,train,1,1,70,0
15,2026-07-10,NSE,CIPLA,train,1,1,9,0
15,2026-07-10,NSE,DRREDDY,train,1,1,2,0
15,2026-07-10,NSE,GOLDBEES,train,1,1,1,0
15,2026-07-10,NSE,HCLTECH,train,1,1,131,0
15,2026-07-10,NSE,HDFCBANK,train,1,1,1,0
15,2026-07-10,NSE,HINDUNILVR,train,1,1,0,0
15,2026-07-10,NSE,ICICIBANK,train,1,1,0,0
15,2026-07-10,NSE,INFY,train,1,1,1,0
15,2026-07-10,NSE,ITBEES,train,1,1,56,0
15,2026-07-10,NSE,ITC,train,1,1,1,0
15,2026-07-10,NSE,JUNIORBEES,train,1,1,1,0
15,2026-07-10,NSE,KOTAKBANK,train,1,1,0,0
15,2026-07-10,NSE,LT,train,1,1,0,0
15,2026-07-10,NSE,M&M,train,1,1,0,0
15,2026-07-10,NSE,MARUTI,train,1,1,2,0
15,2026-07-10,NSE,NESTLEIND,train,1,1,21,0
15,2026-07-10,NSE,NIFTYBEES,train,1,1,0,0
15,2026-07-10,NSE,ONGC,train,1,1,1,0
15,2026-07-10,NSE,RELIANCE,train,1,1,0,0
15,2026-07-10,NSE,SBIN,train,1,1,1,0
15,2026-07-10,NSE,SUNPHARMA,train,1,1,2,0
15,2026-07-10,NSE,TCS,train,1,1,1,0
15,2026-07-10,NSE,TECHM,train,1,1,28,0
15,2026-07-10,NSE,ULTRACEMCO,train,1,1,28,0
15,2026-07-10,NSE,WIPRO,train,1,1,61,0
15,2026-07-13,NSE,ADANIPORTS,validation,1,1,6,0
15,2026-07-13,NSE,AXISBANK,validation,1,1,3,0
15,2026-07-13,NSE,BAJAJ-AUTO,validation,1,1,66,0
15,2026-07-13,NSE,BANKBEES,validation,1,1,0,0
15,2026-07-13,NSE,BHARTIARTL,validation,1,1,1,0
15,2026-07-13,NSE,BPCL,validation,1,1,47,0
15,2026-07-13,NSE,BRITANNIA,validation,1,1,77,0
15,2026-07-13,NSE,CIPLA,validation,1,1,22,0
15,2026-07-13,NSE,DRREDDY,validation,1,1,1,0
15,2026-07-13,NSE,GOLDBEES,validation,1,1,4,0
15,2026-07-13,NSE,HCLTECH,validation,1,1,179,0
15,2026-07-13,NSE,HDFCBANK,validation,1,1,1,0
15,2026-07-13,NSE,HINDUNILVR,validation,1,1,4,0
15,2026-07-13,NSE,ICICIBANK,validation,1,1,1,0
15,2026-07-13,NSE,INFY,validation,1,1,1,0
15,2026-07-13,NSE,ITBEES,validation,1,1,151,0
15,2026-07-13,NSE,ITC,validation,1,1,2,0
15,2026-07-13,NSE,JUNIORBEES,validation,1,1,0,0
15,2026-07-13,NSE,KOTAKBANK,validation,1,1,0,0
15,2026-07-13,NSE,LT,validation,1,1,1,0
15,2026-07-13,NSE,M&M,validation,1,1,0,0
15,2026-07-13,NSE,MARUTI,validation,1,1,1,0
15,2026-07-13,NSE,NESTLEIND,validation,1,1,31,0
15,2026-07-13,NSE,NIFTYBEES,validation,1,1,1,0
15,2026-07-13,NSE,ONGC,validation,1,1,6,0
15,2026-07-13,NSE,RELIANCE,validation,1,1,4,0
15,2026-07-13,NSE,SBIN,validation,1,1,2,0
15,2026-07-13,NSE,SUNPHARMA,validation,1,1,3,0
15,2026-07-13,NSE,TCS,validation,1,1,3,0
15,2026-07-13,NSE,TECHM,validation,1,1,106,0
15,2026-07-13,NSE,ULTRACEMCO,validation,1,1,29,0
15,2026-07-13,NSE,WIPRO,validation,1,1,92,0
