phase283_variant_id,ensemble_family_id,ensemble_family,bucket_id,bucket_rule,vote_threshold,seed_ids,included_target_families,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,max_annualized_pct,median_annualized_pct,min_annualized_pct,max_net_pnl_inr,best_scenario_id,best_initial_capital_inr,best_fixed_notional_inr,best_max_concurrent_positions,best_notional_turnover_x_initial_capital,best_avg_open_notional_utilization,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,near_miss_under_12,too_sparse_for_portfolio_claim,full_depth_positive_clue,same_route_exhausted_for_acceptance
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,77,3,0,0,0,11.28247573982665,7.554332024414504,5.641237869913325,358.17383301036983,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.974025974025974,1,1,0,0,1,1,1,1
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,141,3,0,0,0,11.28247573982665,7.7784000535764655,5.641237869913325,358.17383301036983,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.9858156028368794,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_ALL_EVENTS,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,ALL_EVENTS,all eligible ensemble events,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,125,3,0,0,0,11.28247573982665,7.7784000535764655,5.641237869913325,358.17383301036983,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_ALL_EVENTS_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.984,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,65,3,0,0,0,11.28247573982665,7.554332024414504,5.641237869913325,358.17383301036983,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.9692307692307692,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,125,3,0,0,0,11.28247573982665,7.7784000535764655,5.641237869913325,358.17383301036983,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.984,1,1,0,0,1,1,1,1
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_P282_DEPTH_STABLE_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,219,4,0,0,0,9.19106552232642,7.406855269129125,4.595532761163209,291.7798578516324,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.9908675799086758,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_DEPTH_STABLE_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,P282_DEPTH_STABLE_BUCKET,churn<=q50 and withdrawal<=q50 and beyond_l1_imbalance>=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,165,4,0,0,0,9.19106552232642,7.406855269129125,4.595532761163209,291.7798578516324,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_DEPTH_STABLE_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.987878787878788,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_SPREAD_COMPRESSED_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,429,4,0,0,0,9.075528463592349,4.4431572890399345,4.348550346283695,288.1120147172174,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.9953379953379954,1,1,0,0,1,1,1,1
P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_ALL_EVENTS,P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE,adverse_avoid_net_label_ensemble,ALL_EVENTS,all eligible ensemble events,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;net_edge_distribution_shift;spread_cost_margin,6,449,4,0,0,0,7.563871370341504,5.901319614427377,2.119383929256625,240.1229006457621,P271_P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,2.0,0.9844097995545658,1,1,0,0,1,1,1,1
P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_P282_SPREAD_COMPRESSED_BUCKET,P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE,adverse_avoid_net_label_ensemble,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;net_edge_distribution_shift;spread_cost_margin,6,435,4,0,0,0,7.563871370341504,5.901319614427377,2.119383929256625,240.1229006457621,P271_P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,2.0,0.9839080459770116,1,1,0,0,1,1,1,1
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_P282_SPREAD_COMPRESSED_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,P282_SPREAD_COMPRESSED_BUCKET,avg_spread_bps<=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,445,4,0,0,0,6.911747790276217,4.726383815501002,1.2705099203628936,219.4205647706736,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_P282_SPREAD_COMPRESSED_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,2.0,0.9898876404494382,1,1,0,0,1,1,1,1
P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V2_P282_TIME_LATER_BUCKET,P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE,adverse_avoid_net_label_ensemble,P282_TIME_LATER_BUCKET,richer_event_bar_id>=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;net_edge_distribution_shift;spread_cost_margin,6,102,2,0,0,0,5.796067714041282,3.951092054613336,1.0530581975926951,184.00214965210415,P271_P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V2_P282_TIME_LATER_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.9852941176470588,1,1,0,0,1,1,1,1
P283_P282_FAMILY_VOTE_ENSEMBLE_V3_P282_TIME_LATER_BUCKET,P282_FAMILY_VOTE_ENSEMBLE,family_vote_ensemble,P282_TIME_LATER_BUCKET,richer_event_bar_id>=q50,3,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;depth_replenishment_confirmation;net_edge_distribution_shift;spread_cost_margin;time_to_exit,6,102,2,0,0,0,5.796067714041282,3.951092054613336,1.0530581975926951,184.00214965210415,P271_P283_P282_FAMILY_VOTE_ENSEMBLE_V3_P282_TIME_LATER_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.9852941176470588,1,1,0,0,1,1,1,1
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_TIME_LATER_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,P282_TIME_LATER_BUCKET,richer_event_bar_id>=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,102,2,0,0,0,5.796067714041282,3.951092054613336,1.0530581975926951,184.00214965210415,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_TIME_LATER_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.9852941176470588,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_P282_TIME_LATER_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,P282_TIME_LATER_BUCKET,richer_event_bar_id>=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,106,2,0,0,0,5.796067714041282,3.951092054613336,1.0530581975926951,184.00214965210415,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_P282_TIME_LATER_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.9858490566037736,1,1,0,0,1,1,1,1
P283_P282_FAMILY_VOTE_ENSEMBLE_V2_P282_TIME_LATER_BUCKET,P282_FAMILY_VOTE_ENSEMBLE,family_vote_ensemble,P282_TIME_LATER_BUCKET,richer_event_bar_id>=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;depth_replenishment_confirmation;net_edge_distribution_shift;spread_cost_margin;time_to_exit,6,178,2,0,0,0,5.738299184674245,3.922207789929818,1.0530581975926951,182.1682280848967,P271_P283_P282_FAMILY_VOTE_ENSEMBLE_V2_P282_TIME_LATER_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.9831460674157304,1,1,0,0,1,1,1,1
P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_P282_TIME_LATER_BUCKET,P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE,adverse_avoid_net_label_ensemble,P282_TIME_LATER_BUCKET,richer_event_bar_id>=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;net_edge_distribution_shift;spread_cost_margin,6,299,2,0,0,0,2.841077254489281,2.4735968248373355,1.4205386272446408,90.19292871394543,P271_P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_P282_TIME_LATER_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.9966555183946488,1,1,0,0,1,1,1,1
