trade_date,exchange,symbol,relative_file,share,file_path_redacted
2026-07-27,NSE,ADANIPORTS,part-040047_528885-002113.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040102_036574-002145.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040116_530864-002177.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040130_779622-002209.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040145_527362-002241.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040159_777347-002273.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040214_277832-002305.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040228_777754-002337.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040243_527564-002369.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040258_026470-002401.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040312_776253-002433.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040327_028058-002465.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040341_527570-002497.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040355_784791-002529.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040410_530323-002561.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040425_030570-002593.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040439_276247-002625.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040453_782645-002657.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040508_027454-002689.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040522_528552-002721.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040536_527293-002753.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040550_778962-002785.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040604_775017-002817.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040618_778105-002849.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040632_776333-002881.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040646_776506-002913.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040700_776731-002945.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040715_027477-002977.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040729_276284-003009.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040743_529391-003041.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040757_777339-003073.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040812_277542-003105.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040826_526430-003137.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040840_779315-003169.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040855_027819-003201.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040909_279238-003233.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040923_280609-003265.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040937_525797-003297.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-040951_777330-003329.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041006_027008-003361.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041020_282746-003393.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041034_526909-003425.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041049_028524-003457.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041103_028134-003489.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041117_527847-003521.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041131_526694-003553.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041145_777056-003585.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041200_027305-003617.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041214_026179-003649.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041228_027470-003681.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041243_277389-003713.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041257_280671-003745.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041311_276778-003777.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041325_775191-003809.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041339_776875-003841.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041353_774493-003873.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041407_778375-003905.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041421_776326-003937.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041435_775903-003969.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041449_780324-004001.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041503_779090-004033.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041517_776844-004065.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041531_912437-004097.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041546_526219-004129.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041600_526446-004161.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041614_776747-004193.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041628_775956-004225.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041645_526653-004257.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041659_526636-004289.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041713_527801-004321.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041727_799022-004353.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041742_275772-004385.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041756_528320-004417.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041811_025794-004449.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041825_026100-004481.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041839_292483-004513.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-27,NSE,ADANIPORTS,part-041853_280351-004545.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
