trade_date,exchange,symbol,share,file_path_redacted,local_path,status,bytes_written,secret_material_recorded
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-042437_875547-005333.parquet,existing,34649,0
2026-07-27,NSE,KOTAKBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=KOTAKBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=KOTAKBANK\part-034823_392603-000467.parquet,existing,34669,0
2026-07-27,NSE,ITC,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITC/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITC\part-042158_936004-004977.parquet,existing,36065,0
2026-07-27,NSE,INFY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=INFY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=INFY\part-035352_325765-001199.parquet,existing,36158,0
2026-07-27,NSE,HCLTECH,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HCLTECH/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HCLTECH\part-042338_805977-005195.parquet,existing,34732,0
2026-07-27,NSE,DRREDDY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=DRREDDY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=DRREDDY\part-042309_832187-005129.parquet,existing,34569,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-035033_060665-000757.parquet,existing,36222,0
2026-07-27,NSE,HINDUNILVR,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HINDUNILVR/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HINDUNILVR\part-034628_770701-000205.parquet,existing,36397,0
2026-07-27,NSE,BPCL,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BPCL/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BPCL\part-041214_610006-003654.parquet,existing,34478,0
2026-07-27,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BAJAJ-AUTO\part-034710_265631-000291.parquet,existing,35813,0
2026-07-27,NSE,ITBEES,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITBEES/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITBEES\part-040216_231474-002320.parquet,existing,34718,0
2026-07-27,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ADANIPORTS\part-042308_779189-005121.parquet,existing,34793,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-042423_398568-005301.parquet,existing,34446,0
2026-07-27,NSE,KOTAKBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=KOTAKBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=KOTAKBANK\part-034808_839320-000435.parquet,existing,34387,0
2026-07-27,NSE,ITC,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITC/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITC\part-042144_539889-004945.parquet,existing,35762,0
2026-07-27,NSE,INFY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=INFY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=INFY\part-035337_882858-001167.parquet,existing,36603,0
2026-07-27,NSE,DRREDDY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=DRREDDY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=DRREDDY\part-042255_510630-005097.parquet,existing,34515,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-035018_999216-000725.parquet,existing,35862,0
2026-07-27,NSE,HINDUNILVR,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HINDUNILVR/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HINDUNILVR\part-034614_381794-000173.parquet,existing,36289,0
2026-07-27,NSE,BPCL,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BPCL/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BPCL\part-041200_599572-003622.parquet,existing,34275,0
2026-07-27,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BAJAJ-AUTO\part-034656_261966-000259.parquet,existing,36084,0
2026-07-27,NSE,ITBEES,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITBEES/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITBEES\part-040201_776444-002288.parquet,existing,34394,0
2026-07-27,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ADANIPORTS\part-042254_528049-005089.parquet,existing,34304,0
2026-07-27,NSE,KOTAKBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=KOTAKBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=KOTAKBANK\part-034754_530490-000403.parquet,existing,34467,0
2026-07-27,NSE,ITC,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITC/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITC\part-042130_355993-004913.parquet,existing,36002,0
2026-07-27,NSE,INFY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=INFY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=INFY\part-035323_421040-001135.parquet,existing,36208,0
2026-07-27,NSE,DRREDDY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=DRREDDY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=DRREDDY\part-042241_093870-005065.parquet,existing,34462,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-035004_881165-000693.parquet,existing,36487,0
2026-07-27,NSE,HINDUNILVR,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HINDUNILVR/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HINDUNILVR\part-034600_115984-000141.parquet,existing,36197,0
2026-07-27,NSE,BPCL,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BPCL/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BPCL\part-041146_423965-003590.parquet,existing,34601,0
2026-07-27,NSE,ITBEES,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITBEES/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITBEES\part-040147_408472-002256.parquet,existing,34306,0
2026-07-27,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ADANIPORTS\part-042240_043555-005057.parquet,existing,34671,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-042354_438650-005237.parquet,existing,34598,0
2026-07-27,NSE,KOTAKBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=KOTAKBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=KOTAKBANK\part-034740_491108-000371.parquet,existing,34171,0
2026-07-27,NSE,ITC,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITC/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITC\part-042116_020299-004881.parquet,existing,35922,0
2026-07-27,NSE,INFY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=INFY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=INFY\part-035309_162208-001103.parquet,existing,35978,0
2026-07-27,NSE,DRREDDY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=DRREDDY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=DRREDDY\part-042226_757392-005033.parquet,existing,34644,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-034950_343668-000661.parquet,existing,36183,0
2026-07-27,NSE,HINDUNILVR,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HINDUNILVR/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HINDUNILVR\part-034545_967911-000109.parquet,existing,35890,0
2026-07-27,NSE,BPCL,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BPCL/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BPCL\part-041132_161983-003558.parquet,existing,34598,0
2026-07-27,NSE,ITBEES,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITBEES/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITBEES\part-040132_774270-002224.parquet,existing,34458,0
2026-07-27,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ADANIPORTS\part-042225_782699-005025.parquet,existing,34779,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-042340_106077-005205.parquet,existing,35089,0
2026-07-27,NSE,KOTAKBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=KOTAKBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=KOTAKBANK\part-034726_227017-000339.parquet,existing,34420,0
2026-07-27,NSE,ITC,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITC/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITC\part-042101_699287-004849.parquet,existing,35357,0
2026-07-27,NSE,INFY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=INFY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=INFY\part-035254_860747-001071.parquet,existing,35999,0
2026-07-27,NSE,DRREDDY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=DRREDDY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=DRREDDY\part-042212_524819-005001.parquet,existing,34699,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-034935_695272-000629.parquet,existing,36232,0
2026-07-27,NSE,HINDUNILVR,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HINDUNILVR/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HINDUNILVR\part-034531_800810-000077.parquet,existing,34503,0
2026-07-27,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BAJAJ-AUTO\part-040841_040438-003171.parquet,existing,35452,0
2026-07-27,NSE,BPCL,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BPCL/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BPCL\part-041118_168098-003526.parquet,existing,34473,0
2026-07-27,NSE,ITBEES,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITBEES/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITBEES\part-040118_525243-002192.parquet,existing,34388,0
2026-07-27,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ADANIPORTS\part-042211_536404-004993.parquet,existing,34551,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-042325_674811-005173.parquet,existing,35339,0
2026-07-27,NSE,KOTAKBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=KOTAKBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=KOTAKBANK\part-034712_273449-000307.parquet,existing,34171,0
2026-07-27,NSE,ITC,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITC/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITC\part-042047_690623-004817.parquet,existing,35646,0
2026-07-27,NSE,INFY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=INFY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=INFY\part-035240_504978-001039.parquet,existing,36118,0
2026-07-27,NSE,DRREDDY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=DRREDDY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=DRREDDY\part-042157_832249-004969.parquet,existing,34438,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-034921_267836-000597.parquet,existing,36482,0
2026-07-27,NSE,HINDUNILVR,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HINDUNILVR/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HINDUNILVR\part-034517_301114-000045.parquet,existing,34239,0
2026-07-27,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BAJAJ-AUTO\part-040826_763727-003139.parquet,existing,35805,0
2026-07-27,NSE,BPCL,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BPCL/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BPCL\part-041103_702554-003494.parquet,existing,34593,0
2026-07-27,NSE,ITBEES,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITBEES/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITBEES\part-040104_069586-002160.parquet,existing,34635,0
2026-07-27,NSE,ADANIPORTS,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ADANIPORTS\part-042156_782179-004961.parquet,existing,34626,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-042311_359872-005141.parquet,existing,35552,0
2026-07-27,NSE,KOTAKBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=KOTAKBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=KOTAKBANK\part-034658_230532-000275.parquet,existing,34517,0
2026-07-27,NSE,ITC,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITC/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITC\part-042033_765241-004785.parquet,existing,35565,0
2026-07-27,NSE,INFY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=INFY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=INFY\part-035226_330427-001007.parquet,existing,36451,0
2026-07-27,NSE,DRREDDY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=DRREDDY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=DRREDDY\part-042143_506232-004937.parquet,existing,34438,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-034906_807649-000565.parquet,existing,36111,0
2026-07-27,NSE,HINDUNILVR,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HINDUNILVR/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HINDUNILVR\part-034502_715518-000013.parquet,existing,34112,0
2026-07-27,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BAJAJ-AUTO\part-040812_511601-003107.parquet,existing,35242,0
2026-07-27,NSE,BPCL,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BPCL/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BPCL\part-041049_598309-003462.parquet,existing,34401,0
2026-07-27,NSE,ITBEES,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITBEES/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITBEES\part-040049_488159-002128.parquet,existing,34547,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-042257_074105-005109.parquet,existing,35998,0
2026-07-27,NSE,KOTAKBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=KOTAKBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=KOTAKBANK\part-034644_086174-000243.parquet,existing,35138,0
2026-07-27,NSE,ITC,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=ITC/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=ITC\part-042019_456420-004753.parquet,existing,36076,0
2026-07-27,NSE,INFY,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=INFY/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=INFY\part-035212_094181-000975.parquet,existing,36418,0
2026-07-27,NSE,M&M,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=M&M/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=M&M\part-034852_436137-000533.parquet,existing,36262,0
2026-07-27,NSE,HDFCBANK,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=HDFCBANK/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=HDFCBANK\part-042700_744852-005644.parquet,existing,36856,0
2026-07-27,NSE,BAJAJ-AUTO,ctrade1-l2-data,raw_l2/trade_date=2026-07-27/exchange=NSE/symbol=BAJAJ-AUTO/part-REDACTED.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-27\exchange=NSE\symbol=BAJAJ-AUTO\part-040758_057007-003075.parquet,existing,35231,0
