scenario_id,scope_id,scope_candidate_id,event_index,trade_date,exchange,symbol,richer_event_bar_id,exit_bar_id,candidate_id,candidate_rank,family_id,side,horizon,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,decision,rejection_reason,cash_before_or_after_release_inr,notional_inr,gross_edge_bps,modeled_cost_bps,extra_slippage_bps_applied,net_edge_bps,net_pnl_inr,cumulative_net_pnl_inr,cash_after_decision_inr,open_positions_after_decision,open_notional_after_decision_inr,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,depth_replenishment_pressure,depth_withdrawal_pressure,top5_churn_pressure,avg_spread_bps,phase288_variant_id,liquidity_family_id,liquidity_family,pressure_column,side_mode
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,10,2026-07-14,NSE,ITC,2,5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.946848572420684,16.53624,0.0,-6.589391427579315,0.0,-53.27770051900935,75000.0,1,25000.0,0.6580002706632484,0.725122001261532,0.5063926879282246,15186.165659475317,17673.171490905224,660946.4840723436,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,11,2026-07-14,NSE,ITC,5,8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,10.276671635527636,16.53624,0.0,-6.259568364472363,0.0,-53.27770051900935,75000.0,1,25000.0,0.6128639873929903,0.7416545361990446,0.5292293821840841,14754.826017313791,15013.97922554379,661945.1982720932,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,12,2026-07-14,NSE,ITBEES,11,14,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,-15.347243260543067,16.53624,0.0,-31.883483260543066,0.0,-53.27770051900935,75000.0,1,25000.0,0.6436568611572908,0.6663733983639009,0.5729004801972637,295211.7819024537,190427.6278944298,5567547.113406908,5.451755554387221,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,13,2026-07-14,NSE,ITC,4,7,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.614633644865757,16.53624,0.0,-6.921606355134243,0.0,-53.27770051900935,75000.0,1,25000.0,0.6139027056383455,0.6932338954735171,0.5723938202252549,14495.096910485352,17220.79149921832,637625.0745203162,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,14,2026-07-14,NSE,ITC,5,8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.59394758265214,16.53624,0.0,-6.9422924173478595,0.0,-53.27770051900935,75000.0,1,25000.0,0.5879972316333685,0.725544910553038,0.5630166066759519,13789.922862083373,15940.49469121582,599875.522535671,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,15,2026-07-14,NSE,ITBEES,9,12,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,17.533708772552867,16.53624,0.0,0.9974687725528675,0.0,-53.27770051900935,75000.0,1,25000.0,0.6365044754948962,0.6072222669312349,0.6235909502179753,1000149.5578308252,188452.5443360271,7022076.206273508,5.640197189982563,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,16,2026-07-14,NSE,ITC,6,9,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,5.180736606910496,16.53624,0.0,-11.355503393089503,0.0,-53.27770051900935,75000.0,1,25000.0,0.6006006843371636,0.7223929628014486,0.5411833467795922,14729.254199198862,16122.34118326696,603926.4229887724,5.415813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,17,2026-07-14,NSE,ITC,1,4,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.592920082938718,16.53624,0.0,-6.943319917061281,0.0,-53.27770051900935,75000.0,1,25000.0,0.6553656277518067,0.6984931571020595,0.5063564802086847,14902.447569085656,16277.195074779242,602497.2539453018,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,18,2026-07-14,NSE,ITC,5,8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,5.4563216312771585,16.53624,0.0,-11.07991836872284,0.0,-53.27770051900935,75000.0,1,25000.0,0.6295041590977571,0.6873542774425766,0.5423217931661232,14145.20990547288,15822.948830824766,647769.9503003624,5.415813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,19,2026-07-14,NSE,ITC,4,7,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.934713960135353,16.53624,0.0,-6.6015260398646465,0.0,-53.27770051900935,75000.0,1,25000.0,0.632535943559105,0.6565974259000068,0.5697083206110654,13992.618281363508,15118.200520766752,610124.3309891478,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,20,2026-07-14,NSE,ITC,5,8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,4.967961441943464,16.53624,0.0,-11.568278558056535,0.0,-53.27770051900935,75000.0,1,25000.0,0.6534534202777759,0.7107914730497363,0.4902861672720515,13700.290925449272,16261.71949653379,656169.9527423305,5.415813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,21,2026-07-15,NSE,ITC,2,5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,4.234640222841922,16.53624,0.0,-12.301599777158078,0.0,-53.27770051900935,75000.0,1,25000.0,0.6530964216718175,0.7343133529774097,0.5790951707346407,13731.731197603482,16244.390818475222,630278.1079092814,5.415813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,22,2026-07-15,NSE,ITC,6,9,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,6.232325302321037,16.53624,0.0,-10.303914697678962,0.0,-53.27770051900935,75000.0,1,25000.0,0.6722224367302184,0.7408336255316148,0.5308543129590211,15367.313175478295,16830.434379476945,641738.2027149657,5.415813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,23,2026-07-15,NSE,ITC,5,8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.428003304262356,16.53624,0.0,-7.108236695737643,0.0,-53.27770051900935,75000.0,1,25000.0,0.6383569813141726,0.7077130816961794,0.5719062684142914,15363.168831612347,15747.071837818165,620549.5432560267,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,24,2026-07-15,NSE,ITC,3,6,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,10.27149809864368,16.53624,0.0,-6.26474190135632,0.0,-53.27770051900935,75000.0,1,25000.0,0.6474559581071414,0.7197024515637309,0.5489988274872779,14575.437750855712,15175.937045122311,627976.3094927982,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,25,2026-07-15,NSE,ITC,8,11,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,8.45488945926293,16.53624,0.0,-8.08135054073707,0.0,-53.27770051900935,75000.0,1,25000.0,0.6572415756514749,0.600846567974081,0.6429689974295169,54196.69480343536,10391.84516867332,421872.9077813048,4.647981002415245,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,26,2026-07-15,NSE,ITC,7,10,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,9.928619185959123,16.53624,0.0,-6.607620814040876,0.0,-53.27770051900935,75000.0,1,25000.0,0.6348957977639714,0.7098653195273411,0.550679057934687,15059.278855807916,15900.534022019694,576965.2756659171,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,27,2026-07-15,NSE,ITC,4,7,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,10.12739376947311,16.53624,0.0,-6.408846230526889,0.0,-53.27770051900935,75000.0,1,25000.0,0.6228996841315823,0.6918486060442343,0.5792393372125704,13764.604793477878,15320.344973998575,585574.3103206912,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,28,2026-07-15,NSE,ITBEES,9,12,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,17.775170621828504,16.53624,0.0,1.238930621828505,0.0,-53.27770051900935,75000.0,1,25000.0,0.5419956440625538,0.6370491715127632,0.7111487807574451,959138.619875398,209744.32622170428,7055259.667038657,5.640197189982563,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,29,2026-07-15,NSE,ITC,4,7,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,1,P288_PRESSURE_CONTINUATION,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,max_concurrent_positions,75000.0,0.0,10.096204845267943,16.53624,0.0,-6.4400351547320565,0.0,-53.27770051900935,75000.0,1,25000.0,0.6458017897976807,0.6647276355793883,0.5790297471412631,13418.748009846518,17799.62844525477,589335.1610574217,4.915813662187011,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,ORIG
