scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase288_variant_id,liquidity_family_id,liquidity_family,pressure_column,pressure_threshold_quantile,side_mode,exit_horizon_ticks,selected_event_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT100000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,100000.0,100000.0,2,cost200,2.0,0.0,111,6,105,15,90,0,1,1,3,2,8,-201.4041592800114,-0.2014041592800114,-6.344231017320359,1,0,300000.0,3.0,0.9369369369369369,-201.4041592800114,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,3,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT100000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,100000.0,100000.0,4,cost200,2.0,0.0,111,12,99,22,77,0,1,1,3,2,8,-184.65031375284397,-0.184650313752844,-5.816484883214586,1,0,300000.0,3.0,0.8378378378378378,-184.65031375284397,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,3,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,25000.0,1,cost200,2.0,0.0,111,3,108,7,101,0,1,1,3,2,8,7.58087908278787,0.007580879082787871,0.23879769110781793,1,0,75000.0,0.75,0.24324324324324326,-27.664001838145555,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT25000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,25000.0,2,cost200,2.0,0.0,111,5,106,16,90,0,1,1,3,2,8,-29.567071030549748,-0.029567071030549747,-0.931362737462317,1,0,125000.0,1.25,0.47297297297297297,-37.147950113337615,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT25000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,25000.0,4,cost200,2.0,0.0,111,10,101,24,77,0,1,1,3,2,8,-48.791602023092416,-0.04879160202309241,-1.536935463727411,1,0,250000.0,2.5,0.8490990990990991,-78.83749486558165,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT50000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,50000.0,1,cost200,2.0,0.0,111,3,108,7,101,0,1,1,3,2,8,15.16175816557574,0.015161758165575741,0.47759538221563586,1,0,150000.0,1.5,0.4864864864864865,-55.32800367629111,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT50000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,50000.0,2,cost200,2.0,0.0,111,5,106,16,90,0,1,1,3,2,8,-59.134142061099496,-0.059134142061099494,-1.862725474924634,1,0,250000.0,2.5,0.9459459459459459,-74.29590022667523,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT50000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,50000.0,4,cost200,2.0,0.0,111,10,101,24,77,0,1,1,3,2,8,-48.791602023092416,-0.04879160202309241,-1.536935463727411,1,0,250000.0,2.5,0.8490990990990991,-78.83749486558165,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT75000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,75000.0,1,cost200,2.0,0.0,111,3,108,7,101,0,1,1,3,2,8,22.7426372483636,0.0227426372483636,0.7163930733234534,1,0,225000.0,2.25,0.7297297297297297,-82.99200551443667,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT75000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,75000.0,2,cost200,2.0,0.0,111,5,106,16,90,0,1,1,3,2,8,-59.134142061099496,-0.059134142061099494,-1.862725474924634,1,0,250000.0,2.5,0.9459459459459459,-74.29590022667523,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT75000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,75000.0,4,cost200,2.0,0.0,111,10,101,24,77,0,1,1,3,2,8,-48.791602023092416,-0.04879160202309241,-1.536935463727411,1,0,250000.0,2.5,0.8490990990990991,-78.83749486558165,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT100000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,100000.0,1,cost200,2.0,0.0,111,3,108,7,101,0,1,1,3,2,8,30.32351633115148,0.030323516331151483,0.9551907644312717,1,0,300000.0,3.0,0.972972972972973,-110.65600735258222,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT100000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,100000.0,2,cost200,2.0,0.0,111,5,106,16,90,0,1,1,3,2,8,-59.134142061099496,-0.059134142061099494,-1.862725474924634,1,0,250000.0,2.5,0.9459459459459459,-74.29590022667523,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5_CAP100000_NOT100000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,100000.0,100000.0,4,cost200,2.0,0.0,111,10,101,24,77,0,1,1,3,2,8,-48.791602023092416,-0.04879160202309241,-1.536935463727411,1,0,250000.0,2.5,0.8490990990990991,-78.83749486558165,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H5,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,5,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,25000.0,1,cost200,2.0,0.0,111,2,109,6,103,0,1,1,3,2,8,9.747125487601519,0.009747125487601519,0.30703445285944786,1,0,50000.0,0.5,0.24549549549549549,-24.0078057832587,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT25000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,25000.0,2,cost200,2.0,0.0,111,4,107,17,90,0,1,1,3,2,8,4.965069798746202,0.004965069798746203,0.15639969866050538,1,0,100000.0,1.0,0.4774774774774775,-24.0078057832587,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT25000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,25000.0,4,cost200,2.0,0.0,111,8,103,26,77,0,1,1,3,2,8,43.18003773029641,0.04318003773029641,1.360171188504337,1,0,200000.0,2.0,0.8558558558558559,-28.503568317428513,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT50000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,50000.0,1,cost200,2.0,0.0,111,2,109,6,103,0,1,1,3,2,8,19.494250975203038,0.019494250975203038,0.6140689057188957,1,0,100000.0,1.0,0.49099099099099097,-48.0156115665174,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,50000.0,2,cost200,2.0,0.0,111,4,107,17,90,0,1,1,3,2,8,9.930139597492404,0.009930139597492406,0.31279939732101075,1,0,200000.0,2.0,0.954954954954955,-48.0156115665174,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT50000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,50000.0,4,cost200,2.0,0.0,111,8,103,26,77,0,1,1,3,2,8,43.18003773029641,0.04318003773029641,1.360171188504337,1,0,200000.0,2.0,0.8558558558558559,-28.503568317428513,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT75000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,75000.0,1,cost200,2.0,0.0,111,2,109,6,103,0,1,1,3,2,8,29.241376462804553,0.029241376462804555,0.9211033585783435,1,0,150000.0,1.5,0.7364864864864865,-72.0234173497761,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT75000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,75000.0,2,cost200,2.0,0.0,111,4,107,17,90,0,1,1,3,2,8,9.930139597492404,0.009930139597492406,0.31279939732101075,1,0,200000.0,2.0,0.954954954954955,-48.0156115665174,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT75000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,75000.0,4,cost200,2.0,0.0,111,8,103,26,77,0,1,1,3,2,8,43.18003773029641,0.04318003773029641,1.360171188504337,1,0,200000.0,2.0,0.8558558558558559,-28.503568317428513,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,100000.0,1,cost200,2.0,0.0,111,2,109,6,103,0,1,1,3,2,8,38.988501950406075,0.038988501950406075,1.2281378114377914,1,0,200000.0,2.0,0.9819819819819819,-96.0312231330348,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT100000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,100000.0,2,cost200,2.0,0.0,111,4,107,17,90,0,1,1,3,2,8,9.930139597492404,0.009930139597492406,0.31279939732101075,1,0,200000.0,2.0,0.954954954954955,-48.0156115665174,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8_CAP100000_NOT100000_CONC4_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,100000.0,100000.0,4,cost200,2.0,0.0,111,8,103,26,77,0,1,1,3,2,8,43.18003773029641,0.04318003773029641,1.360171188504337,1,0,200000.0,2.0,0.8558558558558559,-28.503568317428513,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H8,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,8,111,1,1,0,0,1,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H10_CAP100000_NOT25000_CONC1_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H10,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H10,100000.0,25000.0,1,cost200,2.0,0.0,111,2,109,6,103,0,1,1,3,2,8,20.84161487308991,0.02084161487308991,0.6565108685023322,1,0,50000.0,0.5,0.24549549549549549,-21.947192697081874,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H10,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,10,111,1,1,0,0,0,0,0,0
P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H10_CAP100000_NOT25000_CONC2_COST200,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H10,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H10,100000.0,25000.0,2,cost200,2.0,0.0,111,3,108,18,90,0,1,1,3,2,8,22.714598028822508,0.022714598028822506,0.7155098379079089,1,0,75000.0,0.75,0.481981981981982,-21.947192697081874,1,0,0,0,0,P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H10,P288_PRESSURE_CONTINUATION,pressure_continuation,abs_consensus_imbalance,0.5,ORIG,10,111,1,1,0,0,0,0,0,0
