family_id,cost_profile,execution_policy,scenario_rows,above12_rows,acceptance_grade_rows,best_annualized_return_pct,best_net_pnl_inr,max_scheduled_event_rows
P331_MICROPRICE_DEPTH_CONFIRM,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,2.467637214594176,1224.0263961280634,50
P331_DEPTH_SHARE_EXPANSION_CONTINUATION,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,1.86153375601441,894.9503458315339,50
P331_DEPTH_ACCEL_REVERSAL,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,1.1183637246348246,1109.4878220583578,50
P331_DEPTH_PRESSURE_CONTINUATION,zerodha_base,taker_entry_taker_exit,8640,0,0,1.0560593307992026,523.8389537694457,50
P331_DEPTH_PRESSURE_TARGET_SHIFT,zerodha_base,taker_entry_taker_exit,8640,0,0,1.0560593307992026,523.8389537694457,50
P331_SPREAD_ADJUSTED_PRESSURE_CONTINUATION,zerodha_base,taker_entry_taker_exit,8640,0,0,1.0560593307992026,523.8389537694457,50
P331_DEPTH_SHARE_COMPRESSION_REVERSAL,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,1.054711275625347,1025.4137401913094,50
P331_PRE900_TO_EVENT_PRESSURE_SHIFT,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.7762908937318145,123.22077678282767,50
P331_DEPTH_ACCEL_CONTINUATION,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_ACCEL_CONTINUATION,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_ACCEL_CONTINUATION,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_ACCEL_CONTINUATION,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_ACCEL_CONTINUATION,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_ACCEL_CONTINUATION,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_ACCEL_REVERSAL,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_ACCEL_REVERSAL,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_ACCEL_REVERSAL,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_CONTINUATION,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_CONTINUATION,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_CONTINUATION,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_CONTINUATION,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_CONTINUATION,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_CONTINUATION,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_CONTINUATION,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_REVERSAL,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_REVERSAL,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_REVERSAL,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_REVERSAL,zerodha_base,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_REVERSAL,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_REVERSAL,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_REVERSAL,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_REVERSAL,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_TARGET_SHIFT,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_TARGET_SHIFT,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_TARGET_SHIFT,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_TARGET_SHIFT,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_TARGET_SHIFT,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_TARGET_SHIFT,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_PRESSURE_TARGET_SHIFT,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_COMPRESSION_REVERSAL,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_COMPRESSION_REVERSAL,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_COMPRESSION_REVERSAL,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_COMPRESSION_REVERSAL,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_EXPANSION_CONTINUATION,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_EXPANSION_CONTINUATION,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_EXPANSION_CONTINUATION,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_EXPANSION_CONTINUATION,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_DEPTH_SHARE_EXPANSION_CONTINUATION,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_MICROPRICE_DEPTH_CONFIRM,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_CONTINUATION,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_CONTINUATION,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_CONTINUATION,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_CONTINUATION,zerodha_base,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_CONTINUATION,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_CONTINUATION,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_CONTINUATION,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_CONTINUATION,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_REVERSAL,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_REVERSAL,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_REVERSAL,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_REVERSAL,zerodha_base,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_REVERSAL,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_REVERSAL,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_REVERSAL,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_ORDER_IMBALANCE_REVERSAL,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_PRE900_TO_EVENT_PRESSURE_SHIFT,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_PRE900_TO_EVENT_PRESSURE_SHIFT,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_PRE900_TO_EVENT_PRESSURE_SHIFT,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_PRE900_TO_EVENT_PRESSURE_SHIFT,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_PRE900_TO_EVENT_PRESSURE_SHIFT,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_CONTINUATION,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_CONTINUATION,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_CONTINUATION,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_CONTINUATION,zerodha_base,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_CONTINUATION,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_CONTINUATION,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_CONTINUATION,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_CONTINUATION,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_REVERSAL,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_REVERSAL,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_REVERSAL,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_REVERSAL,zerodha_base,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_REVERSAL,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_REVERSAL,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_REVERSAL,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_QTY_IMBALANCE_REVERSAL,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_CONTINUATION,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_CONTINUATION,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_CONTINUATION,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_CONTINUATION,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_CONTINUATION,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_CONTINUATION,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_CONTINUATION,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_REVERSAL,zerodha_2x_all_in_cost_proxy,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_REVERSAL,zerodha_2x_all_in_cost_proxy,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_REVERSAL,zerodha_base,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_REVERSAL,zerodha_base,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_REVERSAL,zerodha_plus_1bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_REVERSAL,zerodha_plus_1bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_REVERSAL,zerodha_plus_2bp_slippage,passive_aware_directional_with_penalties,8640,0,0,0.0,0.0,50
P331_SPREAD_ADJUSTED_PRESSURE_REVERSAL,zerodha_plus_2bp_slippage,taker_entry_taker_exit,8640,0,0,0.0,0.0,50
