family_id,horizon_seconds,threshold_policy,cost_profile,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,side_policy,execution_policy,event_bucket_policy,scheduled_event_rows,symbol_rows,observed_trade_dates,trade_rows,avg_fill_probability,gross_pnl_inr,cost_inr,passive_penalty_inr,net_pnl_inr,portfolio_return_pct,annualized_return_pct,above12_annualized,robust_event_floor_met,acceptance_grade_candidate,profitability_claim_allowed,scenario_id
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_base,100000.0,50000.0,2,long_only,taker_entry_taker_exit,all_events,40,10,40,69,1.0,7991.26383823144,3706.600981514992,0.0,4284.662856716448,4.284662856716448,26.99337599731362,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_base,100000.0,50000.0,4,long_only,taker_entry_taker_exit,all_events,40,10,40,69,1.0,7991.26383823144,3706.600981514992,0.0,4284.662856716448,4.284662856716448,26.99337599731362,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_base,100000.0,50000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,40,10,40,69,1.0,7991.26383823144,3706.600981514992,0.0,4284.662856716448,4.284662856716448,26.99337599731362,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_base,100000.0,50000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,40,10,40,69,1.0,7991.26383823144,3706.600981514992,0.0,4284.662856716448,4.284662856716448,26.99337599731362,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_base,250000.0,100000.0,2,long_only,taker_entry_taker_exit,all_events,48,13,48,90,1.0,20029.251810782618,7442.605323476943,0.0,12586.646487305676,5.03465859492227,26.431957623341916,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_base,250000.0,100000.0,4,long_only,taker_entry_taker_exit,all_events,48,13,48,90,1.0,20029.251810782618,7442.605323476943,0.0,12586.646487305676,5.03465859492227,26.431957623341916,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_base,250000.0,100000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,48,13,48,90,1.0,20029.251810782618,7442.605323476943,0.0,12586.646487305676,5.03465859492227,26.431957623341916,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_base,250000.0,100000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,48,13,48,90,1.0,20029.251810782618,7442.605323476943,0.0,12586.646487305676,5.03465859492227,26.431957623341916,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_base,250000.0,100000.0,2,long_only,taker_entry_taker_exit,all_events,40,10,40,69,1.0,15982.52767646288,5706.034857485832,0.0,10276.492818977047,4.110597127590819,25.89676190382216,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_base,250000.0,100000.0,4,long_only,taker_entry_taker_exit,all_events,40,10,40,69,1.0,15982.52767646288,5706.034857485832,0.0,10276.492818977047,4.110597127590819,25.89676190382216,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_base,250000.0,100000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,40,10,40,69,1.0,15982.52767646288,5706.034857485832,0.0,10276.492818977047,4.110597127590819,25.89676190382216,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_base,250000.0,100000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,40,10,40,69,1.0,15982.52767646288,5706.034857485832,0.0,10276.492818977047,4.110597127590819,25.89676190382216,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,100000.0,1,long_only,taker_entry_taker_exit,all_events,40,6,40,40,1.0,8154.870174036816,4109.5026385882375,0.0,4045.3675354485786,4.0453675354485785,25.485815473326046,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,100000.0,2,long_only,taker_entry_taker_exit,all_events,40,6,40,40,1.0,8154.870174036816,4109.5026385882375,0.0,4045.3675354485786,4.0453675354485785,25.485815473326046,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,100000.0,4,long_only,taker_entry_taker_exit,all_events,40,6,40,40,1.0,8154.870174036816,4109.5026385882375,0.0,4045.3675354485786,4.0453675354485785,25.485815473326046,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC4_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,100000.0,1,long_only,taker_entry_taker_exit,macro_or_index_context,40,6,40,40,1.0,8154.870174036816,4109.5026385882375,0.0,4045.3675354485786,4.0453675354485785,25.485815473326046,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,100000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,40,6,40,40,1.0,8154.870174036816,4109.5026385882375,0.0,4045.3675354485786,4.0453675354485785,25.485815473326046,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,100000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,40,6,40,40,1.0,8154.870174036816,4109.5026385882375,0.0,4045.3675354485786,4.0453675354485785,25.485815473326046,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC4_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,all_nonzero_signal,zerodha_base,250000.0,100000.0,2,long_only,taker_entry_taker_exit,all_events,50,17,50,100,1.0,20093.4231539772,8269.48202003483,0.0,11823.941133942371,4.729576453576949,23.837065326027822,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_all_nonzero_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,all_nonzero_signal,zerodha_base,250000.0,100000.0,4,long_only,taker_entry_taker_exit,all_events,50,17,50,100,1.0,20093.4231539772,8269.48202003483,0.0,11823.941133942371,4.729576453576949,23.837065326027822,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_all_nonzero_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_50pct_abs_signal,zerodha_base,250000.0,100000.0,2,long_only,taker_entry_taker_exit,all_events,50,17,50,100,1.0,20093.4231539772,8269.48202003483,0.0,11823.941133942371,4.729576453576949,23.837065326027822,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_50pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_50pct_abs_signal,zerodha_base,250000.0,100000.0,4,long_only,taker_entry_taker_exit,all_events,50,17,50,100,1.0,20093.4231539772,8269.48202003483,0.0,11823.941133942371,4.729576453576949,23.837065326027822,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_50pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,all_nonzero_signal,zerodha_base,250000.0,100000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,50,17,50,100,1.0,20093.4231539772,8269.48202003483,0.0,11823.941133942371,4.729576453576949,23.837065326027822,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_all_nonzero_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,all_nonzero_signal,zerodha_base,250000.0,100000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,50,17,50,100,1.0,20093.4231539772,8269.48202003483,0.0,11823.941133942371,4.729576453576949,23.837065326027822,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_all_nonzero_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_50pct_abs_signal,zerodha_base,250000.0,100000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,50,17,50,100,1.0,20093.4231539772,8269.48202003483,0.0,11823.941133942371,4.729576453576949,23.837065326027822,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_50pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_50pct_abs_signal,zerodha_base,250000.0,100000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,50,17,50,100,1.0,20093.4231539772,8269.48202003483,0.0,11823.941133942371,4.729576453576949,23.837065326027822,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_50pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,all_nonzero_signal,zerodha_base,100000.0,50000.0,2,long_only,taker_entry_taker_exit,all_events,50,17,50,100,1.0,10046.7115769886,5371.185899772122,0.0,4675.5256772164785,4.675525677216479,23.564649413171054,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_all_nonzero_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,all_nonzero_signal,zerodha_base,100000.0,50000.0,4,long_only,taker_entry_taker_exit,all_events,50,17,50,100,1.0,10046.7115769886,5371.185899772122,0.0,4675.5256772164785,4.675525677216479,23.564649413171054,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_all_nonzero_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_50pct_abs_signal,zerodha_base,100000.0,50000.0,2,long_only,taker_entry_taker_exit,all_events,50,17,50,100,1.0,10046.7115769886,5371.185899772122,0.0,4675.5256772164785,4.675525677216479,23.564649413171054,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_50pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_50pct_abs_signal,zerodha_base,100000.0,50000.0,4,long_only,taker_entry_taker_exit,all_events,50,17,50,100,1.0,10046.7115769886,5371.185899772122,0.0,4675.5256772164785,4.675525677216479,23.564649413171054,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_50pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,all_nonzero_signal,zerodha_base,100000.0,50000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,50,17,50,100,1.0,10046.7115769886,5371.185899772122,0.0,4675.5256772164785,4.675525677216479,23.564649413171054,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_all_nonzero_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,all_nonzero_signal,zerodha_base,100000.0,50000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,50,17,50,100,1.0,10046.7115769886,5371.185899772122,0.0,4675.5256772164785,4.675525677216479,23.564649413171054,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_all_nonzero_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_50pct_abs_signal,zerodha_base,100000.0,50000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,50,17,50,100,1.0,10046.7115769886,5371.185899772122,0.0,4675.5256772164785,4.675525677216479,23.564649413171054,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_50pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_50pct_abs_signal,zerodha_base,100000.0,50000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,50,17,50,100,1.0,10046.7115769886,5371.185899772122,0.0,4675.5256772164785,4.675525677216479,23.564649413171054,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_50pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_base
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_plus_1bp_slippage,250000.0,100000.0,2,long_only,taker_entry_taker_exit,all_events,48,13,48,90,1.0,20029.251810782618,9246.073546427657,0.0,10783.178264354961,4.313271305741984,22.644674355145415,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_plus_1bp_slippage,250000.0,100000.0,4,long_only,taker_entry_taker_exit,all_events,48,13,48,90,1.0,20029.251810782618,9246.073546427657,0.0,10783.178264354961,4.313271305741984,22.644674355145415,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_plus_1bp_slippage,250000.0,100000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,48,13,48,90,1.0,20029.251810782618,9246.073546427657,0.0,10783.178264354961,4.313271305741984,22.644674355145415,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_plus_1bp_slippage,250000.0,100000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,48,13,48,90,1.0,20029.251810782618,9246.073546427657,0.0,10783.178264354961,4.313271305741984,22.644674355145415,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,50000.0,2,long_only,taker_entry_taker_exit,all_events,40,10,40,69,1.0,7991.26383823144,4397.980516196368,0.0,3593.283322035072,3.593283322035072,22.637684928820953,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,50000.0,4,long_only,taker_entry_taker_exit,all_events,40,10,40,69,1.0,7991.26383823144,4397.980516196368,0.0,3593.283322035072,3.593283322035072,22.637684928820953,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,50000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,40,10,40,69,1.0,7991.26383823144,4397.980516196368,0.0,3593.283322035072,3.593283322035072,22.637684928820953,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,50000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,40,10,40,69,1.0,7991.26383823144,4397.980516196368,0.0,3593.283322035072,3.593283322035072,22.637684928820953,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,50000.0,2,long_only,taker_entry_taker_exit,all_events,48,13,48,90,1.0,10014.625905391309,5736.175527836591,0.0,4278.450377554718,4.2784503775547185,22.461864482162273,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,50000.0,4,long_only,taker_entry_taker_exit,all_events,48,13,48,90,1.0,10014.625905391309,5736.175527836591,0.0,4278.450377554718,4.2784503775547185,22.461864482162273,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,50000.0,2,long_only,taker_entry_taker_exit,macro_or_index_context,48,13,48,90,1.0,10014.625905391309,5736.175527836591,0.0,4278.450377554718,4.2784503775547185,22.461864482162273,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_25pct_abs_signal,zerodha_plus_1bp_slippage,100000.0,50000.0,4,long_only,taker_entry_taker_exit,macro_or_index_context,48,13,48,90,1.0,10014.625905391309,5736.175527836591,0.0,4278.450377554718,4.2784503775547185,22.461864482162273,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_25pct_abs_signal_macro_or_index_context_long_only_taker_entry_taker_exit_CAP100000_NOT50000_CONC4_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,250000.0,100000.0,2,long_only,taker_entry_taker_exit,all_events,40,10,40,69,1.0,15982.52767646288,7088.793926848587,0.0,8893.733749614294,3.5574934998457173,22.412209049028018,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_plus_1bp_slippage
P331_DEPTH_ACCEL_REVERSAL,900,top_10pct_abs_signal,zerodha_plus_1bp_slippage,250000.0,100000.0,4,long_only,taker_entry_taker_exit,all_events,40,10,40,69,1.0,15982.52767646288,7088.793926848587,0.0,8893.733749614294,3.5574934998457173,22.412209049028018,1,1,0,0,P331_DEPTH_ACCEL_REVERSAL_H900_top_10pct_abs_signal_all_events_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC4_zerodha_plus_1bp_slippage
