canonical_work_order_id,panel,symbol,announcement_time_ist,market_session,diagnostic_trade_date,diagnostic_start_rule,description,decision_delay_seconds,horizon_seconds,status,start_ms,start_tick_ms,decision_ms,exit_ms,forced_exit,start_mid,decision_mid,exit_mid,impulse_bps,impulse_side_sign,start_top5_qty,decision_top5_qty,replenishment_ratio,decision_top5_qty_imbalance,decision_l2_l5_qty_imbalance,decision_top5_order_imbalance,entry_long_price,exit_long_price,entry_short_price,exit_short_price
P373_2026-07-10_BAJAJ-AUTO_106693161,existing_phase341,BAJAJ-AUTO,10-Jul-2026 11:05:02,regular_session,2026-07-10,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1783661702000.0,1783661702665.0,1783661822939.0,1783662726556.0,0.0,10198.25,10192.5,10163.25,-5.638222244012453,-1.0,227.0,190.0,-0.16299559471365638,0.631578947368421,0.6949152542372882,0.0,10194.5,10161.5,10190.5,10165.0
P373_2026-07-10_BHARTIARTL_106693009,existing_phase341,BHARTIARTL,10-Jul-2026 10:02:55,regular_session,2026-07-10,first_real_tick_after_announcement,Record Date,120,900.0,ready,1783657975000.0,1783657977665.0,1783658098165.0,1783659001980.0,0.0,1914.5,1914.5,1914.5,0.0,0.0,6382.0,5843.0,-0.08445628329677217,0.3999657710080438,0.4054704971615345,-0.14285714285714285,1914.6,1914.3,1914.4,1914.7
P373_2026-07-10_DRREDDY_106692956,existing_phase341,DRREDDY,10-Jul-2026 08:51:29,pre_open_or_overnight,2026-07-10,market_open_same_day,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1783655100000.0,1783655104834.0,1783655225163.0,1783656125661.0,0.0,1240.45,1229.0,1240.75,-92.30521181829212,-1.0,1421.0,478.0,-0.6636171710063336,0.45188284518828453,0.44844124700239807,0.4,1229.2,1240.6,1228.8,1240.9
P373_2026-07-10_HCLTECH_106692256,existing_phase341,HCLTECH,09-Jul-2026 17:02:22,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1783655100000.0,1783655104833.0,1783655228901.0,1783656128911.0,0.0,1182.5,1188.65,1171.5500000000002,52.008456659620215,1.0,826.0,1700.0,1.0581113801452784,0.4435294117647059,0.2948237059264816,0.10344827586206896,1188.9,1171.4,1188.4,1171.7
P373_2026-07-10_HDFCBANK_106692277,existing_phase341,HDFCBANK,09-Jul-2026 17:09:34,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1783655100000.0,1783655104834.0,1783655228901.0,1783656130661.0,0.0,824.5,823.325,823.4,-14.251061249241413,-1.0,1736.0,35423.0,19.40495391705069,-0.04762442480874009,-0.06000059201373472,0.06451612903225806,823.45,823.3,823.2,823.5
P373_2026-07-10_ICICIBANK_106693061,existing_phase341,ICICIBANK,10-Jul-2026 10:32:30,regular_session,2026-07-10,first_real_tick_after_announcement,ESOP/ESOS/ESPS,120,900.0,ready,1783659750000.0,1783659754919.0,1783659875456.0,1783660781438.0,0.0,1401.55,1400.95,1402.8000000000002,-4.280974635224638,-1.0,8181.0,8050.0,-0.016012712382349345,0.0009937888198757764,0.1375325050563421,0.08108108108108109,1401.0,1402.7,1400.9,1402.9
P373_2026-07-10_KOTAKBANK_106692598,existing_phase341,KOTAKBANK,09-Jul-2026 19:37:41,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783655100000.0,1783655100663.0,1783655224413.0,1783656125661.0,0.0,377.875,378.7,380.15,21.832616606020206,1.0,5888.0,8467.0,0.43800951086956524,-0.0379118932325499,0.018329938900203666,-0.1506849315068493,378.75,380.1,378.65,380.2
P373_2026-07-10_KOTAKBANK_106692658,existing_phase341,KOTAKBANK,09-Jul-2026 20:20:33,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783655100000.0,1783655100663.0,1783655224413.0,1783656125661.0,0.0,377.875,378.7,380.15,21.832616606020206,1.0,5888.0,8467.0,0.43800951086956524,-0.0379118932325499,0.018329938900203666,-0.1506849315068493,378.75,380.1,378.65,380.2
P373_2026-07-10_M&M_106692090,existing_phase341,M&M,09-Jul-2026 16:05:27,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783655100000.0,1783655104833.0,1783655228901.0,1783656129911.0,0.0,3116.3,3119.7,3118.15,10.910374482558279,1.0,124.0,592.0,3.774193548387097,0.21621621621621623,0.06224066390041494,-0.15789473684210525,3119.9,3117.5,3119.5,3118.8
P373_2026-07-10_M&M_106693381,existing_phase341,M&M,10-Jul-2026 13:21:18,regular_session,2026-07-10,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1783669878000.0,1783669878594.0,1783669998705.0,1783670899205.0,0.0,3120.95,3121.35,3125.35,1.2816610326986686,1.0,479.0,913.0,0.906054279749478,-0.2946330777656079,-0.446064139941691,0.2727272727272727,3121.5,3125.2,3121.2,3125.5
P373_2026-07-10_ONGC_106692689,existing_phase341,ONGC,09-Jul-2026 21:22:07,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,120,900.0,ready,1783655100000.0,1783655104833.0,1783655230413.0,1783656130911.0,0.0,243.845,244.31,243.915,19.06949086509887,1.0,2924.0,23234.0,6.9459644322845415,-0.7436515451493501,-0.7818480792947518,0.16666666666666666,244.35,243.88,244.27,243.95
P373_2026-07-10_SBIN_106692841,existing_phase341,SBIN,09-Jul-2026 23:03:55,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783655100000.0,1783655100663.0,1783655220663.0,1783656124316.0,0.0,1029.35,1030.9,1029.4,15.05804633992502,1.0,6103.0,10154.0,0.6637719154514173,-0.132164664171755,0.015107830700034599,0.0,1031.0,1029.2,1030.8,1029.6
P373_2026-07-10_TCS_106692052,existing_phase341,TCS,09-Jul-2026 15:52:21,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,120,900.0,ready,1783655100000.0,1783655104834.0,1783655225163.0,1783656125411.0,0.0,2115.3,2123.0,2078.55,36.401456058241465,1.0,1058.0,1063.0,0.004725897920604915,0.5540921919096896,0.572429906542056,0.3333333333333333,2123.5,2078.2,2122.5,2078.9
P373_2026-07-10_TCS_106692059,existing_phase341,TCS,09-Jul-2026 15:54:18,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Dividend,120,900.0,ready,1783655100000.0,1783655104834.0,1783655225163.0,1783656125411.0,0.0,2115.3,2123.0,2078.55,36.401456058241465,1.0,1058.0,1063.0,0.004725897920604915,0.5540921919096896,0.572429906542056,0.3333333333333333,2123.5,2078.2,2122.5,2078.9
P373_2026-07-10_TCS_106692063,existing_phase341,TCS,09-Jul-2026 15:56:06,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Press Release,120,900.0,ready,1783655100000.0,1783655104834.0,1783655225163.0,1783656125411.0,0.0,2115.3,2123.0,2078.55,36.401456058241465,1.0,1058.0,1063.0,0.004725897920604915,0.5540921919096896,0.572429906542056,0.3333333333333333,2123.5,2078.2,2122.5,2078.9
P373_2026-07-10_TCS_106692067,existing_phase341,TCS,09-Jul-2026 15:57:25,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783655100000.0,1783655104834.0,1783655225163.0,1783656125411.0,0.0,2115.3,2123.0,2078.55,36.401456058241465,1.0,1058.0,1063.0,0.004725897920604915,0.5540921919096896,0.572429906542056,0.3333333333333333,2123.5,2078.2,2122.5,2078.9
P373_2026-07-10_TCS_106692731,existing_phase341,TCS,09-Jul-2026 22:27:13,post_close,2026-07-10,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1783655100000.0,1783655104834.0,1783655225163.0,1783656125411.0,0.0,2115.3,2123.0,2078.55,36.401456058241465,1.0,1058.0,1063.0,0.004725897920604915,0.5540921919096896,0.572429906542056,0.3333333333333333,2123.5,2078.2,2122.5,2078.9
P373_2026-07-13_DRREDDY_106695517,existing_phase341,DRREDDY,13-Jul-2026 14:35:09,regular_session,2026-07-13,first_real_tick_after_announcement,Press Release,120,900.0,ready,1783933509000.0,1783933511706.0,1783933634658.0,1783934536218.0,0.0,1232.5,1232.55,1233.15,0.4056795131842152,1.0,2777.0,4390.0,0.5808426359380626,-0.009111617312072893,-0.023872679045092837,0.2571428571428571,1232.8,1233.1,1232.3,1233.2
P373_2026-07-13_HDFCBANK_106694495,existing_phase341,HDFCBANK,10-Jul-2026 23:50:18,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Shareholders meeting,120,900.0,ready,1783914300000.0,1783914305195.0,1783914425959.0,1783915325960.0,0.0,817.25,815.9,812.25,-16.518813092689175,-1.0,34197.0,3308.0,-0.9032663683948884,-0.11487303506650544,-0.07211063549555483,-0.07692307692307693,816.05,812.1,815.75,812.4
P373_2026-07-13_INFY_106695528,existing_phase341,INFY,13-Jul-2026 14:47:47,regular_session,2026-07-13,first_real_tick_after_announcement,General Updates,120,900.0,ready,1783934267000.0,1783934269382.0,1783934390218.0,1783935290218.0,0.0,1102.8,1103.55,1104.35,6.800870511425463,1.0,8369.0,8588.0,0.02616800095590871,-0.4175593851886353,-0.47182126270867325,-0.1590909090909091,1103.6,1104.2,1103.5,1104.5
P373_2026-07-13_KOTAKBANK_106693798,existing_phase341,KOTAKBANK,10-Jul-2026 17:20:48,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Shareholders meeting,120,900.0,ready,1783914300000.0,1783914305195.0,1783914426209.0,1783915326210.0,0.0,375.6,375.725,376.8,3.3280085197018106,1.0,1796.0,9750.0,4.428730512249444,0.16533333333333333,0.1909699719161806,0.12727272727272726,375.8,376.75,375.65,376.85
P373_2026-07-13_KOTAKBANK_106693806,existing_phase341,KOTAKBANK,10-Jul-2026 17:24:32,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783914300000.0,1783914305195.0,1783914426209.0,1783915326210.0,0.0,375.6,375.725,376.8,3.3280085197018106,1.0,1796.0,9750.0,4.428730512249444,0.16533333333333333,0.1909699719161806,0.12727272727272726,375.8,376.75,375.65,376.85
P373_2026-07-13_KOTAKBANK_106693819,existing_phase341,KOTAKBANK,10-Jul-2026 17:30:05,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783914300000.0,1783914305195.0,1783914426209.0,1783915326210.0,0.0,375.6,375.725,376.8,3.3280085197018106,1.0,1796.0,9750.0,4.428730512249444,0.16533333333333333,0.1909699719161806,0.12727272727272726,375.8,376.75,375.65,376.85
P373_2026-07-13_MARUTI_106693600,existing_phase341,MARUTI,10-Jul-2026 15:53:31,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783914300000.0,1783914300712.0,1783914420715.0,1783915321960.0,0.0,13691.5,13652.5,13612.0,-28.484826352116276,-1.0,107.0,203.0,0.897196261682243,-0.1625615763546798,-0.20441988950276244,0.15384615384615385,13655.0,13610.0,13650.0,13614.0
P373_2026-07-13_RELIANCE_106693860,existing_phase341,RELIANCE,10-Jul-2026 17:46:25,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1783914300000.0,1783914305196.0,1783914431474.0,1783915331960.0,0.0,1299.9,1302.6,1303.75,20.770828525269774,1.0,4617.0,10124.0,1.1927658652804851,-0.1696957724219676,0.021313506815365552,0.34375,1302.8,1303.6,1302.4,1303.9
P373_2026-07-13_SBIN_106694291,existing_phase341,SBIN,10-Jul-2026 22:26:10,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1783914300000.0,1783914300712.0,1783914421209.0,1783915322961.0,0.0,1023.55,1026.55,1028.65,29.30975526354355,1.0,3739.0,8716.0,1.3311045734153517,0.2122533272143185,0.20167966406718657,-0.17647058823529413,1026.8,1028.5,1026.3,1028.8
P373_2026-07-13_TCS_106694050,existing_phase341,TCS,10-Jul-2026 18:53:25,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,120,900.0,ready,1783914300000.0,1783914305195.0,1783914425709.0,1783915325710.0,0.0,2072.8999999999996,2096.15,2095.65,112.1617058227626,1.0,2812.0,1265.0,-0.5501422475106685,0.27430830039525694,0.2894308943089431,0.12,2096.5,2095.4,2095.8,2095.9
P373_2026-07-13_TCS_106695270,existing_phase341,TCS,13-Jul-2026 11:30:11,regular_session,2026-07-13,first_real_tick_after_announcement,Updates,120,900.0,ready,1783922411000.0,1783922414847.0,1783922535457.0,1783923435958.0,0.0,2159.3,2161.65,2161.55,10.883156578520394,1.0,1115.0,2966.0,1.6600896860986547,0.6156439649359406,0.6646098003629765,0.32142857142857145,2162.0,2161.4,2161.3,2161.7
P373_2026-07-13_WIPRO_106693588,existing_phase341,WIPRO,10-Jul-2026 15:46:57,post_close,2026-07-13,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,120,900.0,ready,1783914300000.0,1783914305195.0,1783914431474.0,1783915331710.0,0.0,174.45499999999998,175.53,174.745,61.62047519417713,1.0,4085.0,18218.0,3.4597307221542226,0.036227906466132394,-0.9531604731748118,-0.5555555555555556,175.56,174.71,175.5,174.78
P373_2026-07-14_BHARTIARTL_106696754,existing_phase341,BHARTIARTL,14-Jul-2026 11:58:18,regular_session,2026-07-14,first_real_tick_after_announcement,Press Release,120,900.0,ready,1784010498000.0,1784010498095.0,1784010618844.0,1784011520346.0,0.0,1933.95,1935.75,1935.75,9.307376095555492,1.0,2693.0,3738.0,0.38804307463795024,0.4451578384162654,0.559748427672956,0.19148936170212766,1936.0,1935.7,1935.5,1935.8
P373_2026-07-14_CIPLA_106695963,existing_phase341,CIPLA,13-Jul-2026 18:29:03,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",120,900.0,ready,1784000700000.0,1784000705449.0,1784000828052.0,1784001728552.0,0.0,1427.3,1431.35,1447.4499999999998,28.37525397603836,1.0,495.0,1798.0,2.632323232323232,-0.7953281423804227,-0.8197573656845754,0.09090909090909091,1431.8,1447.3,1430.9,1447.6
P373_2026-07-14_HCLTECH_106695829,existing_phase341,HCLTECH,13-Jul-2026 17:41:00,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106695847,existing_phase341,HCLTECH,13-Jul-2026 17:46:28,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Press Release,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106695856,existing_phase341,HCLTECH,13-Jul-2026 17:49:49,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106695864,existing_phase341,HCLTECH,13-Jul-2026 17:53:19,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Dividend,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106695871,existing_phase341,HCLTECH,13-Jul-2026 17:55:38,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Record Date,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106695928,existing_phase341,HCLTECH,13-Jul-2026 18:20:56,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106695980,existing_phase341,HCLTECH,13-Jul-2026 18:34:52,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Change in Director(s),120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106695992,existing_phase341,HCLTECH,13-Jul-2026 18:39:10,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106696002,existing_phase341,HCLTECH,13-Jul-2026 18:42:59,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106696014,existing_phase341,HCLTECH,13-Jul-2026 18:47:42,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106696210,existing_phase341,HCLTECH,13-Jul-2026 21:38:18,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_HCLTECH_106696346,existing_phase341,HCLTECH,13-Jul-2026 23:11:05,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.19895833333333332,-0.27586206896551724,-0.037037037037037035,1189.1,1195.4,1189.0,1195.9
P373_2026-07-14_ICICIBANK_106696630,existing_phase341,ICICIBANK,14-Jul-2026 11:04:53,regular_session,2026-07-14,first_real_tick_after_announcement,ESOP/ESOS/ESPS,120,900.0,ready,1784007293000.0,1784007294094.0,1784007415051.0,1784008318336.0,0.0,1405.4499999999998,1406.15,1410.25,4.9806111921468075,1.0,8761.0,10014.0,0.14302020317315375,0.16536848412222888,-0.04418779814210394,0.07692307692307693,1406.3,1410.2,1406.0,1410.3
P373_2026-07-14_KOTAKBANK_106696676,existing_phase341,KOTAKBANK,14-Jul-2026 11:22:48,regular_session,2026-07-14,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1784008368000.0,1784008368094.0,1784008488343.0,1784009388344.0,0.0,378.625,378.575,378.92499999999995,-1.3205678441732946,-1.0,40523.0,37791.0,-0.0674185030723293,0.6257839168055886,0.5274662175094744,0.391304347826087,378.65,378.9,378.5,378.95
P373_2026-07-14_KOTAKBANK_106696863,existing_phase341,KOTAKBANK,14-Jul-2026 13:02:56,regular_session,2026-07-14,first_real_tick_after_announcement,ESOP/ESOS/ESPS,120,900.0,ready,1784014376000.0,1784014376094.0,1784014497594.0,1784015398845.0,0.0,376.575,376.8,377.325,5.974905397331813,1.0,25436.0,34114.0,0.3411699952822771,0.6042680424459166,0.5863718605293017,0.4957983193277311,376.85,377.25,376.75,377.4
P373_2026-07-14_M&M_106696043,existing_phase341,M&M,13-Jul-2026 19:00:26,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,120,900.0,ready,1784000700000.0,1784000705449.0,1784000825551.0,1784001725553.0,0.0,3125.2,3114.8999999999996,3098.15,-32.9578906949961,-1.0,178.0,559.0,2.140449438202247,0.33094812164579607,0.4574898785425101,-0.058823529411764705,3115.2,3098.0,3114.6,3098.3
P373_2026-07-14_M&M_106696059,existing_phase341,M&M,13-Jul-2026 19:11:01,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000705449.0,1784000825551.0,1784001725553.0,0.0,3125.2,3114.8999999999996,3098.15,-32.9578906949961,-1.0,178.0,559.0,2.140449438202247,0.33094812164579607,0.4574898785425101,-0.058823529411764705,3115.2,3098.0,3114.6,3098.3
P373_2026-07-14_M&M_106696068,existing_phase341,M&M,13-Jul-2026 19:20:00,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000705449.0,1784000825551.0,1784001725553.0,0.0,3125.2,3114.8999999999996,3098.15,-32.9578906949961,-1.0,178.0,559.0,2.140449438202247,0.33094812164579607,0.4574898785425101,-0.058823529411764705,3115.2,3098.0,3114.6,3098.3
