trade_date,symbol,parquet_files,bytes
2026-07-10,SBIN,1578,55680446
2026-07-10,SUNPHARMA,1579,55149992
2026-07-10,TCS,1578,56539439
2026-07-10,TECHM,1579,55077843
2026-07-10,ULTRACEMCO,1578,54501798
2026-07-10,WIPRO,1579,55163427
2026-07-13,ADANIPORTS,1569,54744007
2026-07-13,AXISBANK,1569,55030126
2026-07-13,BAJAJ-AUTO,1569,55531219
2026-07-13,BANKBEES,1569,54858026
2026-07-13,BHARTIARTL,1569,55190740
2026-07-13,BPCL,1569,54256472
2026-07-13,BRITANNIA,1569,54177058
2026-07-13,CIPLA,1569,54425687
2026-07-13,DRREDDY,1569,54592935
2026-07-13,GOLDBEES,1568,54501651
2026-07-13,HCLTECH,1569,56185830
2026-07-13,HDFCBANK,1569,56719345
2026-07-13,HINDUNILVR,1569,54585232
2026-07-13,ICICIBANK,1569,55797042
2026-07-13,INFY,1569,56702770
2026-07-13,ITBEES,1569,54430478
2026-07-13,ITC,1569,54356124
2026-07-13,JUNIORBEES,1568,54832707
2026-07-13,KOTAKBANK,1569,54705403
2026-07-13,LT,1569,55064314
2026-07-13,M&M,1569,55603819
2026-07-13,MARUTI,1569,55534811
2026-07-13,NESTLEIND,1569,54577884
2026-07-13,NIFTYBEES,1568,55113499
2026-07-13,ONGC,1569,54856635
2026-07-13,RELIANCE,1569,55637533
2026-07-13,SBIN,1569,55549327
2026-07-13,SUNPHARMA,1569,54762618
2026-07-13,TCS,1569,56845524
2026-07-13,TECHM,1569,55179402
2026-07-13,ULTRACEMCO,1569,54242826
2026-07-13,WIPRO,1569,55414740
2026-07-14,ADANIPORTS,1554,54424177
2026-07-14,AXISBANK,1554,55025357
2026-07-14,BAJAJ-AUTO,1555,55307253
2026-07-14,BANKBEES,1554,54356067
2026-07-14,BHARTIARTL,1554,55201505
2026-07-14,BPCL,1556,54010519
2026-07-14,BRITANNIA,1554,53964471
2026-07-14,CIPLA,1553,54089835
2026-07-14,DRREDDY,1553,53976073
2026-07-14,GOLDBEES,1554,54201513
2026-07-14,HCLTECH,1555,55838236
2026-07-14,HDFCBANK,1554,55959615
2026-07-14,HINDUNILVR,1554,54674051
2026-07-14,ICICIBANK,1554,55339860
2026-07-14,INFY,1554,55794767
2026-07-14,ITBEES,1553,53611193
2026-07-14,ITC,1555,54732020
2026-07-14,JUNIORBEES,1553,54421084
2026-07-14,KOTAKBANK,1554,54766996
2026-07-14,LT,1554,54847230
2026-07-14,M&M,1554,54966162
2026-07-14,MARUTI,1554,54411950
2026-07-14,NESTLEIND,1554,54231115
2026-07-14,NIFTYBEES,1554,54435048
2026-07-14,ONGC,1554,54319797
2026-07-14,RELIANCE,1555,55324428
2026-07-14,SBIN,1555,55051927
2026-07-14,SUNPHARMA,1554,54823231
2026-07-14,TCS,1554,55856910
2026-07-14,TECHM,1554,54643319
2026-07-14,ULTRACEMCO,1554,53958692
2026-07-14,WIPRO,1555,54289891
2026-07-15,ADANIPORTS,1563,54649808
2026-07-15,AXISBANK,1563,56110328
2026-07-15,BAJAJ-AUTO,1563,55352312
2026-07-15,BANKBEES,1563,54667084
2026-07-15,BHARTIARTL,1562,54889447
2026-07-15,BPCL,1562,54060169
2026-07-15,BRITANNIA,1562,53945273
2026-07-15,CIPLA,1563,54264031
2026-07-15,DRREDDY,1563,54140514
2026-07-15,GOLDBEES,1563,54346257
2026-07-15,HCLTECH,1563,54713585
2026-07-15,HDFCBANK,1563,56017481
2026-07-15,HINDUNILVR,1563,54466239
2026-07-15,ICICIBANK,1563,55949245
2026-07-15,INFY,1563,55967279
2026-07-15,ITBEES,1563,53967959
2026-07-15,ITC,1563,54300937
2026-07-15,JUNIORBEES,1563,54988032
2026-07-15,KOTAKBANK,1562,54550798
2026-07-15,LT,1563,55252741
2026-07-15,M&M,1563,55363422
2026-07-15,MARUTI,1563,54604515
2026-07-15,NESTLEIND,1563,54087560
2026-07-15,NIFTYBEES,1563,54871228
2026-07-15,ONGC,1563,54714810
2026-07-15,RELIANCE,1562,55393728
2026-07-15,SBIN,1563,55699881
2026-07-15,SUNPHARMA,1563,55026923
2026-07-15,TCS,1563,55776785
2026-07-15,TECHM,1563,55040630
2026-07-15,ULTRACEMCO,1563,54443215
2026-07-15,WIPRO,1562,54490807
2026-07-16,ADANIPORTS,1571,54925395
2026-07-16,AXISBANK,1571,54988542
2026-07-16,BAJAJ-AUTO,1572,54879663
2026-07-16,BANKBEES,1572,55086791
2026-07-16,BHARTIARTL,1571,55047614
2026-07-16,BPCL,1572,54566338
2026-07-16,BRITANNIA,1572,54560656
2026-07-16,CIPLA,1571,54338161
2026-07-16,DRREDDY,1571,54591185
2026-07-16,GOLDBEES,1572,54545648
2026-07-16,HCLTECH,1571,55288037
2026-07-16,HDFCBANK,1571,56045143
2026-07-16,HINDUNILVR,1571,54829705
2026-07-16,ICICIBANK,1571,55519919
2026-07-16,INFY,1571,56084535
2026-07-16,ITBEES,1572,54293203
2026-07-16,ITC,1572,55741890
2026-07-16,JUNIORBEES,1572,55373790
2026-07-16,KOTAKBANK,1571,55109025
2026-07-16,LT,1571,56133335
2026-07-16,M&M,1571,55751214
2026-07-16,MARUTI,1572,55173283
2026-07-16,NESTLEIND,1571,54308318
2026-07-16,NIFTYBEES,1572,54909980
2026-07-16,ONGC,1571,54522759
2026-07-16,RELIANCE,1571,55551632
2026-07-16,SBIN,1572,55138669
2026-07-16,SUNPHARMA,1571,54790054
2026-07-16,TCS,1571,56060041
2026-07-16,TECHM,1571,55343287
2026-07-16,ULTRACEMCO,1571,54776574
2026-07-16,WIPRO,1571,54760316
2026-07-17,ADANIPORTS,1587,55392571
2026-07-17,AXISBANK,1587,56615900
2026-07-17,BAJAJ-AUTO,1587,56114086
2026-07-17,BANKBEES,1587,55534558
2026-07-17,BHARTIARTL,1587,55660349
2026-07-17,BPCL,1587,54874585
2026-07-17,BRITANNIA,1587,54825111
2026-07-17,CIPLA,1588,55263626
2026-07-17,DRREDDY,1587,55297207
2026-07-17,GOLDBEES,1587,55218567
2026-07-17,HCLTECH,1587,55711159
2026-07-17,HDFCBANK,1587,57174993
2026-07-17,HINDUNILVR,1587,55533087
2026-07-17,ICICIBANK,1587,56756611
2026-07-17,INFY,1587,56777328
2026-07-17,ITBEES,1587,54821778
2026-07-17,ITC,1588,56629775
2026-07-17,JUNIORBEES,1587,55863425
2026-07-17,KOTAKBANK,1587,56061538
2026-07-17,LT,1588,56372344
2026-07-17,M&M,1587,55882896
2026-07-17,MARUTI,1587,55564536
2026-07-17,NESTLEIND,1587,55180828
2026-07-17,NIFTYBEES,1587,55632670
2026-07-17,ONGC,1587,55263651
2026-07-17,RELIANCE,1587,56740012
2026-07-17,SBIN,1587,56326434
2026-07-17,SUNPHARMA,1587,55880840
2026-07-17,TCS,1587,57059130
2026-07-17,TECHM,1587,57015727
2026-07-17,ULTRACEMCO,1587,55150896
2026-07-17,WIPRO,1587,56309080
2026-07-20,ADANIPORTS,1576,54892320
2026-07-20,AXISBANK,1576,56833722
2026-07-20,BAJAJ-AUTO,1576,55417649
2026-07-20,BANKBEES,1576,55386831
2026-07-20,BHARTIARTL,1576,55252231
2026-07-20,BPCL,1575,54718611
2026-07-20,BRITANNIA,1574,54358338
2026-07-20,CIPLA,1576,54898235
2026-07-20,DRREDDY,1576,54798360
2026-07-20,GOLDBEES,1576,54664014
2026-07-20,HCLTECH,1575,55062422
2026-07-20,HDFCBANK,1576,57104103
2026-07-20,HINDUNILVR,1575,54854213
2026-07-20,ICICIBANK,1576,56705950
2026-07-20,INFY,1576,56468462
2026-07-20,ITBEES,1576,54376880
2026-07-20,ITC,1576,55943909
2026-07-20,JUNIORBEES,1576,55424185
2026-07-20,KOTAKBANK,1576,56201179
2026-07-20,LT,1576,55613428
2026-07-20,M&M,1576,55486957
2026-07-20,MARUTI,1576,55355940
2026-07-20,NESTLEIND,1576,54938832
2026-07-20,NIFTYBEES,1576,55558081
2026-07-20,ONGC,1576,54919935
2026-07-20,RELIANCE,1575,56340766
2026-07-20,SBIN,1575,56224078
2026-07-20,SUNPHARMA,1575,54947132
2026-07-20,TCS,1575,55910237
2026-07-20,TECHM,1575,55007508
2026-07-20,ULTRACEMCO,1575,55081016
2026-07-20,WIPRO,1576,54824977
2026-07-21,ADANIPORTS,1569,54573121
2026-07-21,AXISBANK,1568,56459562
2026-07-21,BAJAJ-AUTO,1568,55799875
2026-07-21,BANKBEES,1569,54922511
2026-07-21,BHARTIARTL,1568,55069104
2026-07-21,BPCL,1569,54310835
2026-07-21,BRITANNIA,1568,54058239
2026-07-21,CIPLA,1569,54734233
2026-07-21,DRREDDY,1569,54707905
2026-07-21,GOLDBEES,1568,54471274
2026-07-21,HCLTECH,1568,55018761
2026-07-21,HDFCBANK,1568,56478251
2026-07-21,HINDUNILVR,1568,54619961
2026-07-21,ICICIBANK,1568,56292144
2026-07-21,INFY,1568,56155639
2026-07-21,ITBEES,1569,54115847
2026-07-21,ITC,1569,55708762
2026-07-21,JUNIORBEES,1568,54910416
2026-07-21,KOTAKBANK,1568,55409892
2026-07-21,LT,1569,55004117
2026-07-21,M&M,1568,55363512
2026-07-21,MARUTI,1568,55175825
2026-07-21,NESTLEIND,1568,54501837
2026-07-21,NIFTYBEES,1568,54633121
2026-07-21,ONGC,1569,54869558
2026-07-21,RELIANCE,1568,55627621
2026-07-21,SBIN,1568,55654096
2026-07-21,SUNPHARMA,1568,54790362
2026-07-21,TCS,1569,55444595
2026-07-21,TECHM,1569,54915825
2026-07-21,ULTRACEMCO,1568,55304186
2026-07-21,WIPRO,1568,54671581
2026-07-22,ADANIPORTS,1563,54595588
2026-07-22,AXISBANK,1563,54875804
2026-07-22,BAJAJ-AUTO,1563,55793489
2026-07-22,BANKBEES,1564,54549301
2026-07-22,BHARTIARTL,1563,54507329
2026-07-22,BPCL,1562,54348573
2026-07-22,BRITANNIA,1561,54059517
2026-07-22,CIPLA,1563,54417824
2026-07-22,DRREDDY,1563,54670142
2026-07-22,GOLDBEES,1564,54336697
2026-07-22,HCLTECH,1562,54201722
2026-07-22,HDFCBANK,1563,56023854
2026-07-22,HINDUNILVR,1563,54561554
2026-07-22,ICICIBANK,1563,55329624
2026-07-22,INFY,1563,55586087
2026-07-22,ITBEES,1564,53949001
2026-07-22,ITC,1563,55574496
2026-07-22,JUNIORBEES,1564,55074141
2026-07-22,KOTAKBANK,1563,54537459
2026-07-22,LT,1563,54616945
2026-07-22,M&M,1563,55409060
2026-07-22,MARUTI,1563,54901845
2026-07-22,NESTLEIND,1563,55483367
2026-07-22,NIFTYBEES,1564,54525362
2026-07-22,ONGC,1563,54633837
2026-07-22,RELIANCE,1563,55611479
2026-07-22,SBIN,1563,55165912
2026-07-22,SUNPHARMA,1563,54683152
2026-07-22,TCS,1563,54831882
2026-07-22,TECHM,1564,54387543
2026-07-22,ULTRACEMCO,1563,54418371
2026-07-22,WIPRO,1563,54222883
2026-07-23,ADANIPORTS,1560,54960177
2026-07-23,AXISBANK,1560,55868963
2026-07-23,BAJAJ-AUTO,1560,55556158
2026-07-23,BANKBEES,1561,54582202
2026-07-23,BHARTIARTL,1560,54657802
2026-07-23,BPCL,1560,54296854
2026-07-23,BRITANNIA,1560,54309861
2026-07-23,CIPLA,1560,55350281
2026-07-23,DRREDDY,1560,55641468
2026-07-23,GOLDBEES,1561,54230450
2026-07-23,HCLTECH,1560,54293713
2026-07-23,HDFCBANK,1560,56142322
2026-07-23,HINDUNILVR,1560,54434671
2026-07-23,ICICIBANK,1560,55464566
2026-07-23,INFY,1560,56133729
2026-07-23,ITBEES,1561,53898409
2026-07-23,ITC,1560,55700537
2026-07-23,JUNIORBEES,1561,54612583
2026-07-23,KOTAKBANK,1560,54579857
2026-07-23,LT,1560,54917400
2026-07-23,M&M,1560,55334076
2026-07-23,MARUTI,1561,54898758
2026-07-23,NESTLEIND,1560,55389805
2026-07-23,NIFTYBEES,1561,54537997
2026-07-23,ONGC,1561,54429810
2026-07-23,RELIANCE,1560,55265991
2026-07-23,SBIN,1560,55137882
2026-07-23,SUNPHARMA,1561,55134753
2026-07-23,TCS,1560,55431312
2026-07-23,TECHM,1560,54524647
2026-07-23,ULTRACEMCO,1560,54232425
2026-07-23,WIPRO,1561,54430877
